Subject,Fluency_Item,Semantic_Similarity,Frequency_Value
5885f97f41da4500014d3645,trombone,0.0001,6.036621311109213
5885f97f41da4500014d3645,piano,0.4641836363521519,7.399421290164215
5885f97f41da4500014d3645,vibraphone,0.37350645639239155,5.024465142900283
5885f97f41da4500014d3645,violin,0.4349810891771071,6.951338150319873
5885f97f41da4500014d3645,cello,0.7232835993955011,6.3459680033150745
5885f97f41da4500014d3645,oboe,0.6224100976603477,6.093713685039335
5885f97f41da4500014d3645,triangle,0.25838906008357443,7.249393929370973
5885f97f41da4500014d3645,drum,0.31915853487782775,7.314176618739045
5885f97f41da4500014d3645,clarinet,0.4789935516106979,6.346791742289724
5885f97f41da4500014d3645,flute,0.6733297678531878,6.769443573089614
5885f97f41da4500014d3645,guitar,0.4066370580222136,6.898760165013722
5885f97f41da4500014d3645,bassoon,0.35669250395475516,5.931551940686653
5d7ff4aa50fda7001a863736,guitar,0.0001,6.898760165013722
5d7ff4aa50fda7001a863736,violin,0.5184249677606315,6.951338150319873
5d7ff4aa50fda7001a863736,harp,0.5322148224744996,6.741278952206826
5d7ff4aa50fda7001a863736,harmonica,0.599726761934832,5.781804902934383
5d7ff4aa50fda7001a863736,clarinet,0.495972458171684,6.346791742289724
5d7ff4aa50fda7001a863736,saxophone,0.7125150674412205,6.054596203297687
5d7ff4aa50fda7001a863736,trombone,0.6625525481319795,6.036621311109213
5d7ff4aa50fda7001a863736,trombone,1.0,6.036621311109213
5d7ff4aa50fda7001a863736,qanun,0.26492096216424454,4.719364437968965
5d7ff4aa50fda7001a863736,accordion,0.2704490341852217,5.998181716610119
5d7ff4aa50fda7001a863736,piano,0.43968655884951446,7.399421290164215
5d7ff4aa50fda7001a863736,sarod,0.24994510041734685,4.482430491568179
5d7ff4aa50fda7001a863736,harmonica,0.23192866582892624,5.781804902934383
5d7ff4aa50fda7001a863736,xylophone,0.3741348268486111,5.419402207085503
5d7ff4aa50fda7001a863736,bongo,0.4004038262346874,5.596028292297598
5d7ff4aa50fda7001a863736,triangle,0.252633707968523,7.249393929370973
5d7ff4aa50fda7001a863736,ukulele,0.30666527909235586,5.198197811418066
5f1f3581b5cf3e103cc545c9,drum,0.0001,7.314176618739045
5f1f3581b5cf3e103cc545c9,saxophone,0.42088045574628774,6.054596203297687
5f1f3581b5cf3e103cc545c9,piano,0.5458981425366312,7.399421290164215
5f1f3581b5cf3e103cc545c9,piccolo,0.4155264531648539,5.757213009517656
5f1f3581b5cf3e103cc545c9,cello,0.4273391663466495,6.3459680033150745
5f1f3581b5cf3e103cc545c9,bassoon,0.6463884197520828,5.931551940686653
5f1f3581b5cf3e103cc545c9,clarinet,0.6409388296970089,6.346791742289724
5f1f3581b5cf3e103cc545c9,accordion,0.5374612795677821,5.998181716610119
5f5aa60bef062519ff711fe6,violin,0.0001,6.951338150319873
5f5aa60bef062519ff711fe6,piano,0.5921308469797003,7.399421290164215
5f5aa60bef062519ff711fe6,guitar,0.6343259396978975,6.898760165013722
5f5aa60bef062519ff711fe6,bassoon,0.35669250395475516,5.931551940686653
5f5aa60bef062519ff711fe6,drum,0.41115891843398533,7.314176618739045
5f5aa60bef062519ff711fe6,triangle,0.31915853487782775,7.249393929370973
5f5aa60bef062519ff711fe6,recorder,0.3128355088351161,7.200867453841867
5f5aa60bef062519ff711fe6,banjo,0.3452490588869339,6.104790874622127
5f5aa60bef062519ff711fe6,guitar,0.45713955805997086,6.898760165013722
5f5aa60bef062519ff711fe6,trombone,0.42425012913815796,6.036621311109213
5f5aa60bef062519ff711fe6,organ,0.3745871677785062,7.616093429290375
5f5aa60bef062519ff711fe6,vibraphone,0.43175607483637934,5.024465142900283
5f5aa60bef062519ff711fe6,harmonica,0.4285539234889957,5.781804902934383
5f5aa60bef062519ff711fe6,harp,0.599726761934832,6.741278952206826
