Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
5d7ff4aa50fda7001a863736,forage_dynamic_simdrop,5.336122707810485,2.979837676201249,,94.04440934708248
5d7ff4aa50fda7001a863736,forage_random_baseline,0.0,0.0,,116.28401960738927
5f5aa60bef062519ff711fe6,forage_dynamic_simdrop,6.086421401626922,3.2148196065402077,,68.14365775042214
5f5aa60bef062519ff711fe6,forage_random_baseline,0.0,0.0,,88.59734827229659
60a48adfe091e410f4eaba34,forage_dynamic_simdrop,4.099955885662947,4.280860345352803,,83.16828003218781
60a48adfe091e410f4eaba34,forage_random_baseline,0.0,0.0,,105.2093510733522
60d731567049e5132e3cc4d4,forage_dynamic_simdrop,4.304228277826405,4.514112773763891,,111.4217509770884
60d731567049e5132e3cc4d4,forage_random_baseline,0.0,0.0,,143.97069094248195
63e802622f8052bd67d6c5f0,forage_dynamic_simdrop,6.512176514380296,4.38081804436,,32.66592285840025
63e802622f8052bd67d6c5f0,forage_random_baseline,0.0,0.0,,44.29867413614829
63ea4ab1ce4168cbe9f63775,forage_dynamic_simdrop,2.89596787783841,3.8619232511631645,,118.40650862982052
63ea4ab1ce4168cbe9f63775,forage_random_baseline,0.0,0.0,,143.97069094248195
65c25cf77dca9d7ca7d9ebdb,forage_dynamic_simdrop,6.113363601123076,3.7257219445207532,,65.8335855038577
65c25cf77dca9d7ca7d9ebdb,forage_random_baseline,0.0,0.0,,88.59734827229659
65cb63e160bb47fbf9349269,forage_dynamic_simdrop,3.7067610951536514,3.380973673798232,,92.9502335701838
65cb63e160bb47fbf9349269,forage_random_baseline,0.0,0.0,,110.74668534037073
65cc19b4b3d48a22dfc6756d,forage_dynamic_simdrop,5.810175424217888,2.870796552881793,,83.86518535449781
65cc19b4b3d48a22dfc6756d,forage_random_baseline,0.0,0.0,,105.2093510733522
65d54b3b524fcafb543d1b23,forage_dynamic_simdrop,4.984517799476084,3.389670429394812,,76.42311113390859
65d54b3b524fcafb543d1b23,forage_random_baseline,0.0,0.0,,94.13468253931512
65d6a09286a0c99e632a46dd,forage_dynamic_simdrop,5.452357818790164,3.071597914793027,,93.58709358035266
65d6a09286a0c99e632a46dd,forage_random_baseline,0.0,0.0,,116.28401960738927
65e1f75ab3efd22e847cfbf0,forage_dynamic_simdrop,6.948987271223324,3.627631010950772,,65.34954662417175
65e1f75ab3efd22e847cfbf0,forage_random_baseline,0.0,0.0,,88.59734827229659
65e358d9c5e3ee026268b2a7,forage_dynamic_simdrop,6.214485002474342,4.790489709854257,,71.38346002958988
65e358d9c5e3ee026268b2a7,forage_random_baseline,0.0,0.0,,99.67201680633366
65e862f844f1b7a803bb3c5a,forage_dynamic_simdrop,0.02016622278229055,3.430512469960706,,157.8623627756939
65e862f844f1b7a803bb3c5a,forage_random_baseline,0.0,0.0,,171.65736227757463
