Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items
5885f97f41da4500014d3645,0.46793943753944445,0.1058046759271201,7.823921325650386,0.5856824968723551,15
5d7ff4aa50fda7001a863736,0.36136360438143145,0.08521358319681653,7.664507762611194,0.6513123418811856,7
5f1f3581b5cf3e103cc545c9,0.310227104266987,0.013836087234458358,7.465892163907523,0.43565561402358816,3
5f5aa60bef062519ff711fe6,0.48198734845320557,0.12624317828925571,7.099873413807442,0.7814067396192758,34
6001487015e5f62961639e7d,0.48844044294311306,0.10721825334730406,7.44339233307979,0.6037120113352282,34
600f9342e7bc5518fa9ca92a,0.4887929901850022,0.0948999015218295,7.343768114599092,0.7142306277959117,11
601f6a2231a2904b79df1671,0.4273096220986194,0.1547488587345685,7.3897080455615844,0.6725422255495414,34
6073e0d481953bbd2cd61145,0.46168088965185594,0.06474266009571158,7.623614862548952,0.5333497230988627,12
6081806ab383aa89f6c61940,0.47700604487099957,0.13194317517637733,7.3421344435831655,0.7568455421655589,45
60a48adfe091e410f4eaba34,0.4569425083459742,0.06310970148203764,7.748939748341137,0.5791065074531728,17
60d731567049e5132e3cc4d4,0.45644479573837743,0.08891449268276995,7.282088522701138,0.7111640404298839,49
610c59ee34cc312d7ca55e45,0.4024832214645599,0.13858861732388658,7.551576904182827,0.4871296829108788,13
61363ce02e6022a741d63a6e,0.4627296554677348,0.1128889868978097,7.429273309631853,0.7516483637698814,39
629e241d171ec6698e05f149,0.49684991231439185,0.19558540311090233,7.373871278338827,0.8899293042146023,40
63619eb02e5bd8f4f7bd138a,0.4053259884723951,0.12434112979870576,7.4902605781996145,0.6572912535491836,19
63e802622f8052bd67d6c5f0,0.44142148440177026,0.12330164964054711,7.285984673899536,0.8831995762131842,14
63ea4ab1ce4168cbe9f63775,0.44800584950151967,0.1147808529808474,7.048321596532109,0.9479369252255013,32
654108d38225e168af4b1fa0,0.47483767506477964,0.1413893131491132,7.300085284515498,0.7801487631081899,23
6554de7d91c1b1bf51104fda,0.33394550596842487,0.09875100654507363,7.604181179461409,0.6289340755134811,19
656e3caa43f1f7f0615252ff,0.45680179983872826,0.1556578998903971,6.9944312241150985,0.8262282383468706,43
6596a5cad60ef105b6c18897,0.4759512171734722,0.11602280531739563,7.12011886345435,0.860784694390006,27
65b15afd94153c1f50c92493,0.4469732110178442,0.05919543751372699,7.774930880947257,0.3517343578030933,15
65c25cf77dca9d7ca7d9ebdb,0.42865022444822415,0.14543032635886113,7.260727461607689,0.9736883015446361,10
65cb63e160bb47fbf9349269,0.4951705273335852,0.13866734429570268,7.371028929201063,0.6545640249317336,25
65cc19b4b3d48a22dfc6756d,0.38557304517041446,0.10737607271848333,7.475981446274934,0.6269949753192787,20
65d54b3b524fcafb543d1b23,0.4256340930483957,0.12611642889510183,7.446566502311624,0.7723279449649214,20
65d6a09286a0c99e632a46dd,0.43086496532534974,0.16585886638384123,7.528550334438973,0.735826345573271,33
65e1f75ab3efd22e847cfbf0,0.4379283278534918,0.13614279226458378,7.617967048779378,0.5421183593069764,30
65e358d9c5e3ee026268b2a7,0.44206753235571755,0.175719099778815,7.634858473623894,0.7183854570954524,30
65e862f844f1b7a803bb3c5a,0.4144683803695159,0.16676959157036103,7.474738361602721,0.6157589868492003,16
