Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items
5c1942e200849900010afdcd,0.3199860633077896,0.07996292948665423,6.463602661614987,1.455516498404625,10
5c4a428161c51f0001e96b3f,0.4789877207673052,0.25791118923720685,6.957093056077128,1.6127135471520513,27
5d3cc9010e510a00013df6f6,0.40448185822661187,0.18904942306612682,6.421756671729902,1.7951195463507554,10
5e7fefe06c12706d47e35211,0.3486133717035179,0.12457999716940812,6.490245684803989,1.611668306226829,17
5e8a76b3939b3072dc76fb5c,0.32059016519194833,0.12123182570257965,7.034033928194941,1.6685379702623695,6
5ed9311e1a69d449577bb8cf,0.5268751806271584,0.3043888703631309,7.105520140223764,1.3694483099865562,13
5f6c102b6ec04317fc9a8127,0.41792872021310445,0.2357298885811205,6.970049486925307,1.3703130158418315,14
5fc6df58f380620a09116434,0.4811828741683361,0.2697005160835632,6.9462609620307205,1.3306658877328637,25
60da4f9aa1ced7efeecca18a,0.3477051087746085,0.20487225336549214,6.447171224033109,1.7908963418337767,18
60fcf1a04c245326d05076e0,0.3444903679172431,0.15675893916542802,6.973264364634793,1.4237652476846798,22
61035836646fb6ee2152f950,0.4449725289329992,0.1997784421326494,6.590459586320547,1.4569273431826362,17
612e6569f68929afb886fb5c,0.3677647610075212,0.19416125481689434,6.641533619754844,1.4438919789487583,23
65512e3cc12f463bc327b7c3,0.4077892288313249,0.13344058022601443,7.126196898397555,1.2620422920332703,17
65778c02cde55736bb830eca,0.44598603716613255,0.1746685458271716,6.83420100707929,1.6618937385679333,18
6595e3b4dc9090390e4edb5f,0.3775193054339292,0.2098380295127801,6.766153688031343,1.5018368669331439,22
65c10fdabd93bdc59f95835b,0.5606109847858814,0.2922653907931108,7.397002537228108,1.5094497588868931,17
65c18079d4f634d2c8a0728c,0.47632647995644845,0.24308610832511468,7.093956202051763,1.6640556725494173,9
65cb586172a8853f26cc8eec,0.439604114821126,0.11922349204301248,7.912405251775723,0.9624705816103668,7
65cbcaaab9e2fae86452af73,0.3767036030124665,0.14605773020571616,7.675298847348281,0.8909711416162139,11
65cc2139907d390e13480a97,0.36043587078833156,0.2384191583964182,6.879255400843474,1.5189410073422913,12
65d26dcd13d9c8026aa92c4a,0.3497160163951681,0.12005607204666514,6.703460330293712,1.6828608738467608,18
65d6af2397543519d98f2498,0.3791919805654504,0.11987136055153848,6.49589527429625,1.3887237726815427,17
65e63b7fc845c96c2c2520bc,0.4213805345524294,0.23956587754318184,6.959507487832,1.3903501946745047,31
65eeceee847314e8232923c9,0.4412791924272568,0.0,6.457450729229796,2.638112813538919,4
65ef726771fe85fd222416d1,0.3444531925508811,0.13741768589224806,6.893107596649657,1.7330052887230591,12
65f1ec7ae5a09035345db62e,0.43880327851634465,0.19565448955192383,6.9428681952253255,1.4606270786246585,24
65f36565fe88b95d6806e496,0.485463146652269,0.18608282714221133,6.922480158529033,1.6507843825204964,7
65f3d5016e5acb0fd67df6ee,0.41749912462150535,0.054733626773879246,6.7320143828888845,2.0912842843899733,5
