Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items
5d7ff4aa50fda7001a863736,0.4509931048477684,0.08450084304699203,6.5560159241361555,0.6055288970015581,21
5f5aa60bef062519ff711fe6,0.49715048851227334,0.11559957401943972,6.407424073865305,0.9063920730055071,17
60a48adfe091e410f4eaba34,0.44704400315661763,0.11785135801253725,6.457939231593289,0.8472545056288823,15
60d731567049e5132e3cc4d4,0.47998861655674685,0.12091606375552068,6.045921641799378,1.1323443847871693,27
63e802622f8052bd67d6c5f0,0.47895082482879314,0.11553135751615269,6.355748447245974,0.8804972179311602,16
63ea4ab1ce4168cbe9f63775,0.40663184865937546,0.08983436314736654,6.227163282714212,1.1776272590678367,36
65b15afd94153c1f50c92493,0.43336868871138334,0.0757753862840563,6.33022849892842,0.8319063271599711,32
65c25cf77dca9d7ca7d9ebdb,0.45251976550171813,0.13156563807204066,5.688656002152563,1.1711225590125922,30
65cb63e160bb47fbf9349269,0.46622784352572894,0.10061888524719763,6.128032671454477,1.0522361251364343,13
65cc19b4b3d48a22dfc6756d,0.44581551195117225,0.13325899844329422,6.235419530599299,1.1363763078122049,20
65d54b3b524fcafb543d1b23,0.47304915290785726,0.09864392551725637,6.359377091713844,0.9446460627319992,14
65d6a09286a0c99e632a46dd,0.46312125665532883,0.09913099470236379,6.448382108124675,0.9993317118478507,22
65e1f75ab3efd22e847cfbf0,0.41969025324026876,0.09675937384636944,6.5356425091725585,0.8102830296991239,30
65e358d9c5e3ee026268b2a7,0.47215253944740476,0.1371848273945027,6.146706900561326,0.9147943449996314,27
65e862f844f1b7a803bb3c5a,0.3671418821161301,0.06818124991647284,6.271076307461986,1.0558872777668475,24
