Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
5885f97f41da4500014d3645,0.44451795945801126,0.20455939810051513,5.372588044103845,2.5244811125645388,7.0,simdrop,1,3.5,0.5
5d7ff4aa50fda7001a863736,0.3915361024704485,0.17305189380026098,6.497556293970345,0.9637961394301396,23.0,simdrop,5,3.8333333333333335,1.0671873729054748
5f1f3581b5cf3e103cc545c9,,,4.929245173168705,,1.0,simdrop,0,1.0,0.0
5f5aa60bef062519ff711fe6,0.3634563424623358,0.182680512900314,6.116162586253658,1.6821847631767874,16.0,simdrop,5,2.6666666666666665,0.9428090415820634
6001487015e5f62961639e7d,0.2865888516134326,0.11588122728762891,5.677929429355497,1.6820611504608085,15.0,simdrop,4,3.0,1.4142135623730951
600f9342e7bc5518fa9ca92a,0.34828762858612716,0.10451876569035917,6.723819533517466,0.9054958807134796,7.0,simdrop,0,7.0,0.0
601f6a2231a2904b79df1671,0.4124417399755817,0.24479728857287264,6.09353784105925,1.5433387656155249,17.0,simdrop,6,2.4285714285714284,0.9035079029052513
6073e0d481953bbd2cd61145,0.2606337093151159,0.11682021817474207,6.437755409379063,1.094869650604094,9.0,simdrop,2,3.0,2.160246899469287
6081806ab383aa89f6c61940,0.3649433580392967,0.13001155787610785,6.708291600545352,0.9088834618032583,15.0,simdrop,5,2.5,0.5
60a48adfe091e410f4eaba34,0.2404414160422243,0.10956937566607196,6.6620819672109945,0.37106902291443283,11.0,simdrop,3,2.75,1.299038105676658
60d731567049e5132e3cc4d4,0.3914865299716068,0.21303812886707688,6.341785299853682,1.2228349910850969,31.0,simdrop,9,3.1,1.4456832294800959
610c59ee34cc312d7ca55e45,0.34230284208035777,0.06763625373193,6.5232621274929095,1.4880556070539064,12.0,simdrop,2,4.0,0.0
61363ce02e6022a741d63a6e,0.32516085326693134,0.13584630332444161,6.261057304774482,1.071111531026251,28.0,simdrop,7,3.5,1.6583123951777
629e241d171ec6698e05f149,0.30800313163678367,0.18654364292859527,6.381904250641902,1.2253722282394746,21.0,simdrop,5,3.5,1.707825127659933
63619eb02e5bd8f4f7bd138a,0.44860842181296223,0.2342936887978571,6.214537047811866,1.0325933433301524,9.0,simdrop,2,3.0,1.4142135623730951
63e802622f8052bd67d6c5f0,0.27404099532113413,0.10505461745226874,6.380221439028845,1.2649121599623225,9.0,simdrop,2,3.0,0.816496580927726
63ea4ab1ce4168cbe9f63775,0.31346899909903714,0.11039070909695364,5.877685164813225,1.6573998066020912,20.0,simdrop,5,3.3333333333333335,1.9720265943665387
654108d38225e168af4b1fa0,0.34347578972350173,0.1423741256846961,6.298787232878817,1.201883524968575,22.0,simdrop,6,3.142857142857143,1.456862718169367
6554de7d91c1b1bf51104fda,0.33933783021655956,0.14764697072848987,6.479658181697769,1.1508728150554628,21.0,simdrop,6,3.0,0.7559289460184544
656e3caa43f1f7f0615252ff,0.4208012821455418,0.3172687554156786,6.140876759697773,0.9335565905792724,34.0,simdrop,7,4.25,1.713913650100261
6596a5cad60ef105b6c18897,0.5456688071384694,0.3718297245464944,4.685359124576056,2.031810591064317,22.0,simdrop,3,5.5,1.6583123951777
65b15afd94153c1f50c92493,0.3832628161448954,0.19007683701510375,6.575073296577786,1.4188955873893503,13.0,simdrop,3,3.25,1.479019945774904
65c25cf77dca9d7ca7d9ebdb,0.34661643367652245,0.11902015587194312,6.827252443601474,0.9485012994418498,13.0,simdrop,3,3.25,2.277608394786075
65cb63e160bb47fbf9349269,0.33512545040134584,0.22632401854743073,6.169548925175518,1.413460381008472,20.0,simdrop,6,2.857142857142857,1.8070158058105021
65cc19b4b3d48a22dfc6756d,0.3464357040991722,0.14654167409084048,6.407822849656396,0.9494169836747038,8.0,simdrop,2,2.6666666666666665,0.4714045207910317
65d54b3b524fcafb543d1b23,0.3234345209964647,0.21735939948634114,6.349210432352782,1.2823007430570417,14.0,simdrop,4,2.8,0.9797958971132712
65d6a09286a0c99e632a46dd,0.4357186543236704,0.33079097500896754,6.669397409002242,0.6240022390649034,10.0,simdrop,3,2.5,0.8660254037844386
65e1f75ab3efd22e847cfbf0,0.3665660455190764,0.14878777973546733,6.606347684437656,0.8832583423222591,35.0,simdrop,9,3.5,1.4317821063276353
65e358d9c5e3ee026268b2a7,0.38071367775064724,0.25748097353201305,5.94588737518057,1.2669265339073854,22.0,simdrop,7,2.75,0.6614378277661477
65e862f844f1b7a803bb3c5a,0.2798791563937375,0.0753027528459094,6.322039733614776,1.0539007444591122,22.0,simdrop,8,2.4444444444444446,0.49690399499995325
