subj_id	Word	Start_time	End_time	Confidence
5f1f3581b5cf3e103cc545c9	drums	0.6	4.0	0.8119548559188843
5f1f3581b5cf3e103cc545c9	saxophone	4.0	5.5	0.8119548559188843
5f1f3581b5cf3e103cc545c9	piano	5.5	6.2	0.8119548559188843
5f1f3581b5cf3e103cc545c9	pilot	6.2	7.5	0.8119548559188843
5f1f3581b5cf3e103cc545c9	cello	11.8	12.6	0.4333604872226715
5f1f3581b5cf3e103cc545c9	every	23.0	23.8	0.4884767234325409
5f1f3581b5cf3e103cc545c9	bass	74.6	75.2	0.967761754989624
5f1f3581b5cf3e103cc545c9	clarinet	75.2	75.5	0.967761754989624
5f1f3581b5cf3e103cc545c9	accordion	104.1	105.3	0.923932671546936
6001487015e5f62961639e7d	guitar	2.6	3.6	0.9530390501022339
6001487015e5f62961639e7d	banjo	3.6	5.5	0.9530390501022339
6001487015e5f62961639e7d	violin	6.8	7.8	0.976285994052887
6001487015e5f62961639e7d	ukulele	8.8	9.8	0.9858561754226685
6001487015e5f62961639e7d	piano	9.8	11.5	0.9858561754226685
6001487015e5f62961639e7d	keyboard	12.8	13.6	0.890527606010437
6001487015e5f62961639e7d	organ	13.6	15.3	0.890527606010437
6001487015e5f62961639e7d	flute	16.4	17.2	0.9119147658348083
6001487015e5f62961639e7d	clarinet	20.1	21.0	0.9836105108261108
6001487015e5f62961639e7d	trumpet	21.0	22.6	0.9836105108261108
6001487015e5f62961639e7d	trombone	22.6	23.8	0.9836105108261108
6001487015e5f62961639e7d	tuba	23.8	25.7	0.9836105108261108
6001487015e5f62961639e7d	saxophone	25.7	27.7	0.9836105108261108
6001487015e5f62961639e7d	drums	32.6	33.4	0.9603979587554932
6001487015e5f62961639e7d	harp	44.6	45.3	0.6078717112541199
6001487015e5f62961639e7d	cello	51.4	52.1	0.7859674692153931
6001487015e5f62961639e7d	xylophone	65.0	66.1	0.9235054850578308
6001487015e5f62961639e7d	symbols	71.5	72.6	0.8762317895889282
6001487015e5f62961639e7d	recorder	85.4	87.5	0.9757252931594849
6001487015e5f62961639e7d	pan	93.6	94.5	0.8316190242767334
6001487015e5f62961639e7d	flute	94.5	94.8	0.8316190242767334
6001487015e5f62961639e7d	harmonica	100.1	102.0	0.9876290559768677
65d6a09286a0c99e632a46dd	alright	1.1	2.7	0.7501192092895508
65d6a09286a0c99e632a46dd	flute	2.7	3.9	0.7501192092895508
65d6a09286a0c99e632a46dd	saxophone	4.9	6.3	0.9830141067504883
65d6a09286a0c99e632a46dd	guitar	6.3	8.2	0.9830141067504883
65d6a09286a0c99e632a46dd	piano	8.2	9.4	0.9830141067504883
65d6a09286a0c99e632a46dd	trombone	9.4	12.4	0.9830141067504883
65d6a09286a0c99e632a46dd	alto sax	12.4	14.7	0.9830141067504883
