subj_id	Word	Start_time	End_time	Confidence
6596a5cad60ef105b6c18897	hammer	2.0	2.9	0.9697568416595459
6596a5cad60ef105b6c18897	screwdriver	4.2	5.2	0.9188066720962524
6596a5cad60ef105b6c18897	Phillips	6.8	8.6	0.7250535488128662
6596a5cad60ef105b6c18897	screwdriver	8.6	8.8	0.7250535488128662
6596a5cad60ef105b6c18897	flat-head	8.8	9.5	0.7250535488128662
6596a5cad60ef105b6c18897	screwdriver	9.5	10.6	0.7250535488128662
6596a5cad60ef105b6c18897	power	15.0	15.6	0.9938145279884338
6596a5cad60ef105b6c18897	drill	15.6	16.2	0.9938145279884338
6596a5cad60ef105b6c18897	pliers	33.9	34.8	0.9269963502883911
6596a5cad60ef105b6c18897	and	34.8	35.2	0.9269963502883911
6596a5cad60ef105b6c18897	needle	35.2	35.5	0.9269963502883911
6596a5cad60ef105b6c18897	nose	35.5	35.8	0.9269963502883911
6596a5cad60ef105b6c18897	pliers	35.8	35.9	0.9269963502883911
6596a5cad60ef105b6c18897	ratchet	46.0	47.0	0.789996325969696
6596a5cad60ef105b6c18897	power	51.8	52.4	0.9876290559768677
6596a5cad60ef105b6c18897	sander	52.4	53.0	0.9876290559768677
6596a5cad60ef105b6c18897	lamp	57.6	58.4	0.8359185457229614
6596a5cad60ef105b6c18897	scissors	95.3	96.4	0.5287714004516602
6596a5cad60ef105b6c18897	leveler	98.5	99.4	0.7916767001152039
6596a5cad60ef105b6c18897	measuring	107.0	107.7	0.9876290559768677
6596a5cad60ef105b6c18897	tape	107.7	108.3	0.9876290559768677
6596a5cad60ef105b6c18897	staple	111.2	112.0	0.9876290559768677
6596a5cad60ef105b6c18897	gun	112.0	112.1	0.9876290559768677
5f1f3581b5cf3e103cc545c9	Hammer	0.8	1.9	0.767708957195282
5f1f3581b5cf3e103cc545c9	screwdriver	1.9	2.7	0.767708957195282
5f1f3581b5cf3e103cc545c9	drill	2.7	4.1	0.767708957195282
5f1f3581b5cf3e103cc545c9	forklift	36.1	38.0	1.0
5f1f3581b5cf3e103cc545c9	soldering	48.8	52.6	0.8678809404373169
5f1f3581b5cf3e103cc545c9	tool	52.6	52.9	0.8678809404373169
65e862f844f1b7a803bb3c5a	Caesars	9.0	10.0	0.895997941493988
65e862f844f1b7a803bb3c5a	Ox	11.6	12.4	0.4276754856109619
65e862f844f1b7a803bb3c5a	monitor	12.4	14.7	0.4276754856109619
65e862f844f1b7a803bb3c5a	what's	17.4	17.9	0.7971202731132507
65e862f844f1b7a803bb3c5a	in	17.9	18.0	0.7971202731132507
65e862f844f1b7a803bb3c5a	bud	18.0	18.4	0.7971202731132507
65e862f844f1b7a803bb3c5a	cauliflower	21.7	22.4	0.5245453119277954
65e862f844f1b7a803bb3c5a	Ama	23.9	24.6	0.6122486591339111
65e862f844f1b7a803bb3c5a	screwdriver	26.1	27.1	0.6631171703338623
65e862f844f1b7a803bb3c5a	chizu	27.1	28.6	0.6631171703338623
65e862f844f1b7a803bb3c5a	measuring	29.7	30.3	0.9727128744125366
65e862f844f1b7a803bb3c5a	cups	30.3	31.0	0.9727128744125366
65e862f844f1b7a803bb3c5a	Yolanda	32.3	34.5	0.4961333572864532
65e862f844f1b7a803bb3c5a	gorilla	37.3	38.1	0.630126953125
65e862f844f1b7a803bb3c5a	Fox	39.2	40.1	0.8685047030448914
65e862f844f1b7a803bb3c5a	gloves	41.1	41.9	0.7417724132537842
65e862f844f1b7a803bb3c5a	knives	41.9	42.9	0.7417724132537842
65e862f844f1b7a803bb3c5a	baking	42.9	44.0	0.7417724132537842
65e862f844f1b7a803bb3c5a	dish	44.0	44.3	0.7417724132537842
65e862f844f1b7a803bb3c5a	charbel	48.8	49.6	0.5186228156089783
65e862f844f1b7a803bb3c5a	tongues	49.6	51.1	0.5186228156089783
65e862f844f1b7a803bb3c5a	trowel	51.1	52.6	0.5186228156089783
65e862f844f1b7a803bb3c5a	flashlight	55.4	56.3	0.9243682622909546
65e862f844f1b7a803bb3c5a	measuring	58.2	58.9	0.9876290559768677
65e862f844f1b7a803bb3c5a	tape	58.9	59.4	0.9876290559768677
