subj_id	Word	Start_time	End_time	Confidence
5d7ff4aa50fda7001a863736	painting	1.4	2.9	0.8070737719535828
5d7ff4aa50fda7001a863736	drawing	4.0	5.0	0.9498602151870728
5d7ff4aa50fda7001a863736	reading	5.0	5.8	0.9498602151870728
5d7ff4aa50fda7001a863736	video	5.8	7.3	0.9498602151870728
5d7ff4aa50fda7001a863736	games	7.3	8.1	0.9498602151870728
5d7ff4aa50fda7001a863736	I'm	9.3	9.9	0.931851327419281
5d7ff4aa50fda7001a863736	hiking	9.9	10.7	0.931851327419281
5d7ff4aa50fda7001a863736	dancing	10.7	12.2	0.931851327419281
5d7ff4aa50fda7001a863736	skating	13.4	14.4	0.9834681153297424
5d7ff4aa50fda7001a863736	roller	14.4	15.2	0.9834681153297424
5d7ff4aa50fda7001a863736	skating	15.2	15.2	0.9834681153297424
5d7ff4aa50fda7001a863736	skateboarding	15.2	16.2	0.9834681153297424
5d7ff4aa50fda7001a863736	running	19.9	20.9	1.0
5d7ff4aa50fda7001a863736	cooking	25.9	27.1	0.9565531015396118
5d7ff4aa50fda7001a863736	baking	27.1	28.0	0.9565531015396118
5d7ff4aa50fda7001a863736	clean	31.1	33.1	0.9417767524719238
5d7ff4aa50fda7001a863736	instrument	33.1	34.1	0.9417767524719238
5d7ff4aa50fda7001a863736	basketball	37.8	38.7	0.952355682849884
5d7ff4aa50fda7001a863736	soccer	38.7	39.4	0.952355682849884
5d7ff4aa50fda7001a863736	football	39.4	40.8	0.952355682849884
5d7ff4aa50fda7001a863736	volleyball	43.7	44.7	0.9673454165458679
5d7ff4aa50fda7001a863736	fishing	51.3	54.0	0.9282148480415344
5d7ff4aa50fda7001a863736	swimming	62.0	63.5	0.6403166055679321
5d7ff4aa50fda7001a863736	something	63.5	64.5	0.6403166055679321
5d7ff4aa50fda7001a863736	writing	69.0	70.9	0.8294482827186584
5d7ff4aa50fda7001a863736	cycling	74.3	76.0	0.9907681345939636
5d7ff4aa50fda7001a863736	singing	82.6	83.7	0.9876290559768677
5d7ff4aa50fda7001a863736	watching	86.2	86.8	0.9805359840393066
5d7ff4aa50fda7001a863736	TV	86.8	87.2	0.9805359840393066
5d7ff4aa50fda7001a863736	journaling	88.8	90.0	0.8872231841087341
5d7ff4aa50fda7001a863736	gardening	91.8	92.9	1.0
5d7ff4aa50fda7001a863736	hunting	104.1	105.4	0.7981133460998535
5d7ff4aa50fda7001a863736	martial	110.2	111.7	0.9502652287483215
5d7ff4aa50fda7001a863736	arts	111.7	112.3	0.9502652287483215
5d7ff4aa50fda7001a863736	sewing	115.0	116.3	0.7375808358192444
5d7ff4aa50fda7001a863736	knitting	116.3	117.0	0.7375808358192444
5d7ff4aa50fda7001a863736	crocheting	118.3	119.1	1.0
65e358d9c5e3ee026268b2a7	Sports	4.2	4.9	0.9194546341896057
65e358d9c5e3ee026268b2a7	so	4.9	5.5	0.9194546341896057
65e358d9c5e3ee026268b2a7	volleyball	5.5	7.0	0.9194546341896057
65e358d9c5e3ee026268b2a7	basketball	7.0	7.3	0.9194546341896057
65e358d9c5e3ee026268b2a7	football	7.3	8.3	0.9194546341896057
65e358d9c5e3ee026268b2a7	tennis	8.3	9.1	0.9194546341896057
65e358d9c5e3ee026268b2a7	baseball	9.1	10.1	0.9194546341896057
65e358d9c5e3ee026268b2a7	rugby	10.1	11.5	0.9194546341896057
65e358d9c5e3ee026268b2a7	track and	11.5	12.3	0.9194546341896057
65e358d9c5e3ee026268b2a7	field	12.3	12.8	0.9194546341896057
65e358d9c5e3ee026268b2a7	cross-country	12.8	14.8	0.9194546341896057
65e358d9c5e3ee026268b2a7	ballet	14.8	17.0	0.9194546341896057
65e358d9c5e3ee026268b2a7	gymnastics	20.7	22.0	0.9875884652137756
65e358d9c5e3ee026268b2a7	other	23.4	24.6	0.8542007207870483
65e358d9c5e3ee026268b2a7	Hobbies	24.6	24.9	0.8542007207870483
65e358d9c5e3ee026268b2a7	reading-writing	24.9	27.8	0.8542007207870483
65e358d9c5e3ee026268b2a7	hiking	27.8	30.8	0.8542007207870483
65e358d9c5e3ee026268b2a7	meditating	32.5	33.5	0.9876290559768677
65e358d9c5e3ee026268b2a7	yoga	33.5	33.9	0.9876290559768677
65e358d9c5e3ee026268b2a7	exercise so	37.4	38.6	0.911767840385437
65e358d9c5e3ee026268b2a7	the	38.6	38.9	0.911767840385437
65e358d9c5e3ee026268b2a7	gym	38.9	39.0	0.911767840385437
65e358d9c5e3ee026268b2a7	powerlifting	39.0	40.4	0.911767840385437
65e358d9c5e3ee026268b2a7	strength	40.4	40.8	0.911767840385437
65e358d9c5e3ee026268b2a7	training	40.8	41.2	0.911767840385437
65e358d9c5e3ee026268b2a7	cardio	41.2	41.8	0.911767840385437
65e358d9c5e3ee026268b2a7	swimming	44.6	45.3	0.9842404127120972
65e358d9c5e3ee026268b2a7	knitting	49.2	49.9	0.8940034508705139
65e358d9c5e3ee026268b2a7	or	49.9	51.0	0.8940034508705139
65e358d9c5e3ee026268b2a7	crocheting	51.0	52.1	0.8940034508705139
65e358d9c5e3ee026268b2a7	bicycling	57.6	58.5	0.9104627966880798
65e358d9c5e3ee026268b2a7	bicycling	58.5	59.0	0.9104627966880798
65e358d9c5e3ee026268b2a7	on	59.0	59.9	0.9104627966880798
65e358d9c5e3ee026268b2a7	roadways	59.9	60.4	0.9104627966880798
65e358d9c5e3ee026268b2a7	or	60.4	60.5	0.9104627966880798
65e358d9c5e3ee026268b2a7	mountain	60.5	61.5	0.9104627966880798
65e358d9c5e3ee026268b2a7	biking	61.5	61.6	0.9104627966880798
65e358d9c5e3ee026268b2a7	sleeping	63.1	64.9	0.9724047780036926
65e358d9c5e3ee026268b2a7	I guess	64.9	65.6	0.9724047780036926
65e358d9c5e3ee026268b2a7	being an	69.2	69.7	0.9768585562705994
65e358d9c5e3ee026268b2a7	entrepreneur	69.7	70.2	0.9768585562705994
65e358d9c5e3ee026268b2a7	having a	70.2	71.7	0.9768585562705994
65e358d9c5e3ee026268b2a7	business	71.7	72.0	0.9768585562705994
65e358d9c5e3ee026268b2a7	hobby	74.6	75.6	0.8256925940513611
65e358d9c5e3ee026268b2a7	sub	75.6	76.2	0.8256925940513611
65e358d9c5e3ee026268b2a7	vacationing	76.2	77.2	0.8256925940513611
65e358d9c5e3ee026268b2a7	building	80.0	80.8	0.9661779999732971
65e358d9c5e3ee026268b2a7	model	81.9	82.6	0.9662459492683411
65e358d9c5e3ee026268b2a7	train	82.6	82.9	0.9662459492683411
65e358d9c5e3ee026268b2a7	sets	82.9	83.2	0.9662459492683411
65e358d9c5e3ee026268b2a7	building	83.2	84.3	0.9662459492683411
65e358d9c5e3ee026268b2a7	Lego	84.3	84.6	0.9662459492683411
65e358d9c5e3ee026268b2a7	sets	84.6	85.2	0.9662459492683411
65e358d9c5e3ee026268b2a7	collecting	85.2	86.5	0.9662459492683411
65e358d9c5e3ee026268b2a7	things	86.5	86.7	0.9662459492683411
65e358d9c5e3ee026268b2a7	Rock	86.7	88.1	0.9662459492683411
65e358d9c5e3ee026268b2a7	collections	88.1	89.1	0.9662459492683411
65e358d9c5e3ee026268b2a7	volunteering	92.5	94.7	0.9693313241004944
