vocab
7up
adhesive remover
agave nectar
air freshener
alkaline water
all-purpose cleaner
almond milk
almond syrup
aloe vera juice
aluminum cleaner
ammonia
antibacterial cleaner
antifreeze
antiseptic
apple cider
apple juice
apricot juice
apricot syrup
asphalt
assam tea
automobile cleaner
avocado oil
barley grass juice
bathroom cleaner
bbq sauce
beer
beet juice
birch beer
black tea
blackberry cider
blackberry juice
bleach
blueberry cider
blueberry juice
blueberry syrup
bone broth
brake fluid
brandy
brass cleaner
brine
broth
bubble tea
bug and tar remover
butane
caffeine-free cola
calcium remover
canola oil
cantaloupe juice
car interior cleaner
car upholstery cleaner
car wax
caramel syrup
carpet cleaner
carpet deodorizer
carrot juice
cashew milk
castor oil
caulk remover
celery juice
cereal milk
ceylon tea
chai tea
chamomile tea
champagne
cherry cider
cherry juice
cherry soda
chlorella juice
chocolate syrup
chrysanthemum tea
cider
club soda
cocktails
coconut milk
coconut oil
coconut syrup
coconut water
coffee
cola
commercial cleaner
consomm̩
copper cleaner
corn oil
corn syrup
corrosion inhibitor
cranberry cider
cranberry juice
cream soda
crude oil
cucumber juice
cucumber water
darjeeling tea
dashboard cleaner
degreaser
detox water
diesel
diet cola
diet soda
dish soap
disinfectant
disinfectant wipes
distilled water
dong ding tea
dr. pepper
drain cleaner
dressing
earl grey tea
echinacea tea
eco-friendly cleaner
efflorescence remover
eggnog
electrolyte drink
electrolyte solution
energy drink
engine coolant
engine degreaser
english breakfast tea
epoxy remover
espresso syrup
fabric deodorizer
fabric softener
fanta
fig juice
fish sauce
flavored sparkling water
flavored tea
flavored water
flaxseed milk
floor cleaner
fruit preserves
fruit punch
fruit-infused water
furniture polish
gasoline
genmaicha tea
gin
ginger ale
ginger beer
ginger tea
glass cleaner
glue remover
granite cleaner
grape cider
grape soda
grapefruit juice
grapeseed oil
gravy
grease remover
green cleaner
green tea
grout cleaner
guacamole
guava juice
gum remover
gyokuro tea
hand sanitizer
hard water stain remover
hazelnut milk
hazelnut syrup
headlight cleaner
heavy-duty cleaner
hemp milk
herbal tea
herbal water
hibiscus tea
high-fructose corn syrup
hoisin sauce
hojicha tea
honey
honeydew juice
hot chocolate
hot sauce
hummus
hydrogen peroxide
hypertonic drink
hypotonic drink
iced tea
industrial cleaner
infused water
ink remover
irish breakfast tea
isotonic drink
jam
janitorial cleaner
jasmine tea
jelly
jet fuel
jewelry cleaner
juice
kale juice
ketchup
kombucha
kukicha tea
lacquer remover
lapsang souchong tea
laundry detergent
lavender tea
leather cleaner
lemon balm tea
lemon cider
lemon juice
lemon water
lemon-lime soda
lemonade
lime cider
lime juice
lime remover
lime scale remover
liquor
longjing tea
macadamia milk
mango juice
maple syrup
marble cleaner
marinade
marker remover
marmalade
matcha tea
mayonnaise
meal replacement shake
metal cleaner
mildew remover
milk
milk tea
mineral oil
mineral water
mint syrup
mint water
mocktails
molasses
mold remover
motor oil
mountain dew
multi-surface cleaner
mustard
natural gas
oat milk
odor eliminator
oil remover
olive oil
oolong tea
orange cider
orange juice
orange soda
oven cleaner
oyster sauce
paint remover
paint thinner
papaya juice
passion fruit juice
peach cider
peach juice
peach syrup
peanut oil
pear cider
pear juice
pear syrup
pecan milk
peppermint tea
pesto
pet odor remover
petroleum
pickle juice
pineapple cider
pineapple juice
pineapple syrup
pistachio milk
pitch remover
plastic cleaner
plum cider
plum juice
pomegranate juice
post-workout drink
pre-workout drink
preserves
propane
protein shake
prune juice
pu-erh tea
quartz cleaner
raspberry cider
raspberry juice
raspberry syrup
resin remover
rice milk
rooibos tea
room spray
root beer
rubber cleaner
rubbing alcohol
rum
rust inhibitor
rust remover
rust stain remover
salsa
sauce
sealer remover
sencha tea
sesame oil
shellac remover
silver cleaner
smoothie
soda
soda water
solvent
soup
soy milk
soy sauce
sparkling water
spearmint tea
spinach juice
spirulina juice
sports drink
spring water
sprite
stain remover
stainless steel cleaner
stock
stone cleaner
strawberry cider
strawberry juice
strawberry syrup
sunflower oil
surface sanitizer
sweet tea
syrup
tar
tar remover
tea
tequila
teriyaki sauce
tieguanyin tea
tile cleaner
tire cleaner
toilet bowl cleaner
tomato juice
tonic water
transmission fluid
turmeric tea
unsweetened tea
urine stain remover
vanilla soda
vanilla syrup
varnish remover
vegetable oil
veggie-infused water
vinaigrette
vinegar
vinyl cleaner
vitamin water
vodka
walnut milk
water
watermelon juice
wax remover
wheatgrass juice
wheel cleaner
whiskey
white tea
window cleaner
windshield washer fluid
wine
wood cleaner
worcestershire sauce
yerba mate
