Subject,Fluency_Item,Semantic_Similarity,Frequency_Value
4144,stapler,0.0001,5.514736304434669
4144,tape,0.4180301259841557,7.580890561318926
4144,tape,1.0,7.580890561318926
4144,scissors,0.3876364321201684,6.661291787603469
4144,highlighter,0.3579281508781791,5.005652315355074
4144,notebook,0.16050691409835827,6.834905342354362
4144,paper,0.21660937869109465,8.567548529574797
4144,paper,1.0,8.567548529574797
4144,desk pad,0.4122665690822257,4.295918791028892
4144,pencil,0.30090301941922926,7.210100863153848
4144,folder,0.27125469815976877,7.102152832859037
4144,cable ties,0.07263305195568026,4.605628222007619
4144,pencil,0.2539424957012584,7.210100863153848
4144,pen,0.7157296348949103,7.552898987780031
4144,eraser,0.23590753749548932,5.897030213577536
4144,keyboard,0.4818464795999453,6.925479535959759
4144,eraser,0.4818464795999453,5.897030213577536
4144,marker,0.09876910796617011,7.083723831504582
4144,bookends,0.3144621072163617,5.167083875656131
4144,post-it,0.38861400724530704,5.2980229775546865
395439,paper,0.0001,8.567548529574797
395439,printer,0.3571090254059741,7.338825984735055
395439,stapler,0.28988061262192644,5.514736304434669
395439,pen,0.37847157715162183,7.552898987780031
395439,pencil,0.7157296348949103,7.210100863153848
395439,eraser,0.1468963963665494,5.897030213577536
395439,paper,0.25491410140291315,8.567548529574797
395439,thumbtack,0.24752996322446263,4.6637386065732995
395439,notebook,0.1417408924482948,6.834905342354362
395439,folder,0.10944049343777096,7.102152832859037
395439,notebook,0.10944049343777096,6.834905342354362
395439,cable ties,0.31015086688550353,4.605628222007619
395439,tape,0.26634726120944086,7.580890561318926
395439,desk chair,0.2387149657733424,5.326718772585059
538590,stapler,0.0001,5.514736304434669
538590,monitor,0.29539925993798466,7.503544590287159
538590,mouse,0.31618056856643895,7.408450716637633
538590,paper,0.23971733505714576,8.567548529574797
538590,printer,0.3571090254059741,7.338825984735055
538590,pencil,0.24286631046763063,7.210100863153848
538590,pen,0.7157296348949103,7.552898987780031
538590,paper,0.40104014510263397,8.567548529574797
538590,ruler,0.41908303818836945,7.219031063791017
538590,tape,0.28275845085504114,7.580890561318926
538590,folder,0.17067837189071733,7.102152832859037
538590,paper,0.2518704939704677,8.567548529574797
538590,divider,0.5076182211282364,6.188647014720817
538590,notebook,0.31610869297328703,6.834905342354362
538590,sharpener,0.2199677667260853,5.542572740913486
538590,paper,0.32280819099350877,8.567548529574797
538590,eraser,0.25491410140291315,5.897030213577536
538590,keyboard,0.4818464795999453,6.925479535959759
538590,pen,0.21060175394641778,7.552898987780031
538590,stapler,0.37847157715162183,5.514736304434669
538590,monitor,0.29539925993798466,7.503544590287159
538590,mouse,0.31618056856643895,7.408450716637633
538590,paper,0.23971733505714576,8.567548529574797
538590,printer,0.3571090254059741,7.338825984735055
538590,pencil,0.24286631046763063,7.210100863153848
538590,pen,0.7157296348949103,7.552898987780031
538590,paper,0.40104014510263397,8.567548529574797
538590,ruler,0.41908303818836945,7.219031063791017
538590,tape,0.28275845085504114,7.580890561318926
538590,folder,0.17067837189071733,7.102152832859037
538590,paper,0.2518704939704677,8.567548529574797
538590,divider,0.5076182211282364,6.188647014720817
538590,notebook,0.31610869297328703,6.834905342354362
538590,sharpener,0.2199677667260853,5.542572740913486
538590,paper,0.32280819099350877,8.567548529574797
538590,eraser,0.25491410140291315,5.897030213577536
538590,keyboard,0.4818464795999453,6.925479535959759
538590,pen,0.21060175394641778,7.552898987780031
910517,pencil,0.0001,7.210100863153848
910517,pen,0.7157296348949103,7.552898987780031
910517,printer,0.31013628702848095,7.338825984735055
910517,paper,0.3571090254059741,8.567548529574797
910517,printer,0.3571090254059741,7.338825984735055
910517,fax machine,0.24398235349200503,5.523993450315614
910517,mouse,0.07397428056566002,7.408450716637633
910517,monitor,0.31618056856643895,7.503544590287159
910517,stapler,0.29539925993798466,5.514736304434669
910517,tape,0.4180301259841557,7.580890561318926
910517,paper,0.26010271179601574,8.567548529574797
910517,eraser,0.25491410140291315,5.897030213577536
910517,folder,0.16883299159365017,7.102152832859037
910517,binder,0.17874037921942165,6.872861413947388
910517,binder,1.0,6.872861413947388
910517,paper,0.2954195172272316,8.567548529574797
910517,thumbtack,0.24752996322446263,4.6637386065732995
910517,push pin,0.13606211342203633,4.373849508088649
910517,post-it,0.1663122272385843,5.2980229775546865
910517,notebook,0.24667292994456436,6.834905342354362
910517,highlighter,0.16050691409835827,5.005652315355074
910517,printer,0.24145732581995405,7.338825984735055
910517,ink,0.17476717094596994,7.287938981114404
910517,keyboard,0.37068117135520695,6.925479535959759
929641,paper,0.0001,8.567548529574797
929641,note pad,0.34428995738144796,5.000512165370471
929641,post-it,0.3829586731145096,5.2980229775546865
929641,notebook,0.24667292994456436,6.834905342354362
929641,notebook,1.0,6.834905342354362
929641,printer,0.27496098428566773,7.338825984735055
929641,paper,0.3571090254059741,8.567548529574797
929641,note pad,0.34428995738144796,5.000512165370471
929641,paper,0.34428995738144796,8.567548529574797
929641,monitor,0.3718961262419622,7.503544590287159
929641,keyboard,0.2934417618143417,6.925479535959759
929641,mouse,0.07895988672577814,7.408450716637633
929641,ruler,0.1116422258937455,7.219031063791017
929641,scissors,0.4353242115652771,6.661291787603469
929641,pencil,0.3541342267717936,7.210100863153848
929641,pencil,1.0,7.210100863153848
929641,sharpener,0.33707692303604975,5.542572740913486
929641,ink,0.16297494216785158,7.287938981114404
929641,printer,0.17476717094596994,7.338825984735055
929641,notebook,0.27496098428566773,6.834905342354362
929641,tape,0.14197553212109815,7.580890561318926
929641,tape,1.0,7.580890561318926
929641,cork board,0.19314100980967053,4.635151867310003
929641,bookends,0.23413623567895536,5.167083875656131
929641,tape,0.25369286016410564,7.580890561318926
929641,scanner,0.3439819894383709,6.553127814054684
929641,scanner,1.0,6.553127814054684
929641,scanner,1.0,6.553127814054684
