Subject,Fluency_Item,IRT,Semantic_Similarity,Frequency_Value
5c1942e200849900010afdcd,tea cups,0.0,0.0001,4.804330289065253
5c1942e200849900010afdcd,stove,0.0,0.3045412336728688,7.104225738992308
5c1942e200849900010afdcd,oven,0.0,0.64830648286329,7.269313286313137
5c1942e200849900010afdcd,peeler,1.2,0.39232757346575164,5.701207794381792
5c1942e200849900010afdcd,sink,0.0,0.45137843230320995,7.297885574276822
5c1942e200849900010afdcd,tea towels,1.0,0.27133876316357775,4.686993566264679
5c1942e200849900010afdcd,tea towels,0.0,1.0,4.686993566264679
5c1942e200849900010afdcd,utensils,1.9,0.2659153063297125,6.726295307251233
5c1942e200849900010afdcd,pantry,0.0,0.3862998880595604,6.332722577348729
5c1942e200849900010afdcd,strainer,1.4,0.3608596220608675,6.1671403310673165
5c1942e200849900010afdcd,ladle,0.0,0.6375298630085023,6.301692657524181
5c1942e200849900010afdcd,sparks,0.0,0.2700191778829837,6.916612897560468
5c1942e200849900010afdcd,blender,4.7,0.23452412267091505,6.259663866801374
5c1942e200849900010afdcd,coasters,0.0,0.2641139893652096,5.765646206268984
5c1942e200849900010afdcd,peeler,0.0,0.3549559251029163,5.701207794381792
5c1942e200849900010afdcd,spice jars,0.0,0.24831707069066133,3.87453979707101
5c4a428161c51f0001e96b3f,sparks,1.2,0.0001,6.916612897560468
5c4a428161c51f0001e96b3f,cutting board,1.0,0.17665644738189534,5.428958847148537
5c4a428161c51f0001e96b3f,tea cups,-0.6,0.3233816725612869,4.804330289065253
5c4a428161c51f0001e96b3f,tea pot,1.3,0.7802837258623148,4.863001482308211
5c4a428161c51f0001e96b3f,oven mitts,1.7,0.2634106087377681,4.636357488132567
5c4a428161c51f0001e96b3f,refrigerator,0.0,0.224229565243667,6.931176352573357
5c4a428161c51f0001e96b3f,stove,0.0,0.40018540448242,7.104225738992308
5c4a428161c51f0001e96b3f,sink,1.5,0.44690257643457687,7.297885574276822
5c4a428161c51f0001e96b3f,apron,4.0,0.35384232026124995,6.749326943101881
5c4a428161c51f0001e96b3f,tea towels,5.5,0.3114499632203679,4.686993566264679
5c4a428161c51f0001e96b3f,spatula,0.0,0.30084832839729936,6.113325212227524
5c4a428161c51f0001e96b3f,oven,0.0,0.3192500294638225,7.269313286313137
5c4a428161c51f0001e96b3f,microwave,0.0,0.6128917458349716,7.112941616823433
5c4a428161c51f0001e96b3f,grater,9.8,0.4321900846922795,5.4928232245185455
5c4a428161c51f0001e96b3f,peeler,2.69999999999999,0.7155417537892302,5.701207794381792
5d3cc9010e510a00013df6f6,microwave,0.0,0.0001,7.112941616823433
5d3cc9010e510a00013df6f6,toaster,6.3,0.5013945312470252,5.797674630925723
5d3cc9010e510a00013df6f6,stove,0.0,0.4468399805819606,7.104225738992308
