Subject,Fluency_Item,Semantic_Similarity,Frequency_Value
5885f97f41da4500014d3645,train,0.0001,7.971098833026485
5885f97f41da4500014d3645,car,0.4546460774263922,8.264819616830867
5885f97f41da4500014d3645,kayaking,0.21158269633351456,5.610076453903049
5885f97f41da4500014d3645,running,0.28884463484327905,8.091638029454867
5885f97f41da4500014d3645,crossing,0.4795872424167301,7.606318688884489
5885f97f41da4500014d3645,train,0.4882764325951159,7.971098833026485
5885f97f41da4500014d3645,rowing,0.3842878887031125,6.447263800188986
5885f97f41da4500014d3645,horse,0.3718400268369719,8.024308892755103
5885f97f41da4500014d3645,ski,0.4207897531460043,6.855095678721014
5885f97f41da4500014d3645,hurdles,0.33205057417497064,6.256286604184279
5d7ff4aa50fda7001a863736,car,0.0001,8.264819616830867
5d7ff4aa50fda7001a863736,taxi,0.47951500474307407,6.947814126609618
5d7ff4aa50fda7001a863736,airplane,0.42139387065429634,7.134391300315573
5d7ff4aa50fda7001a863736,helicopter,0.41971923412906675,6.992901167678962
5d7ff4aa50fda7001a863736,bicycle,0.42103656838971837,6.963808455843523
5d7ff4aa50fda7001a863736,rowboat,0.327907539279777,5.641189445275266
5d7ff4aa50fda7001a863736,scooter,0.25445795529289317,5.932511307203564
5d7ff4aa50fda7001a863736,train,0.3264743989633869,7.971098833026485
5d7ff4aa50fda7001a863736,motorcycle,0.30211469686507453,6.667612725187097
5d7ff4aa50fda7001a863736,car,0.5511957860147789,8.264819616830867
5d7ff4aa50fda7001a863736,bus,0.5388189608915054,7.678423561385478
5d7ff4aa50fda7001a863736,horse,0.3919970378095232,8.024308892755103
5f1f3581b5cf3e103cc545c9,taxi,0.0001,6.947814126609618
5f1f3581b5cf3e103cc545c9,bus,0.530575408480801,7.678423561385478
5f1f3581b5cf3e103cc545c9,bicycle,0.5461309015057447,6.963808455843523
5f5aa60bef062519ff711fe6,hiking,0.0001,6.601631022316016
5f5aa60bef062519ff711fe6,car,0.31932326323932614,8.264819616830867
5f5aa60bef062519ff711fe6,bus,0.5388189608915054,7.678423561385478
5f5aa60bef062519ff711fe6,subway,0.29744668831470367,6.757594225325604
5f5aa60bef062519ff711fe6,tram,0.3773009654282109,6.4813405644734825
5f5aa60bef062519ff711fe6,motorcycle,0.21364648887865878,6.667612725187097
5f5aa60bef062519ff711fe6,horse,0.4943401201481683,8.024308892755103
5f5aa60bef062519ff711fe6,canoe,0.33881174451548923,6.909164292286655
5f5aa60bef062519ff711fe6,scooter,0.3050542439372105,5.932511307203564
5f5aa60bef062519ff711fe6,skateboard,0.40088177529498314,5.449993384520942
6001487015e5f62961639e7d,bicycle,0.0001,6.963808455843523
6001487015e5f62961639e7d,skateboard,0.345321811521747,5.449993384520942
6001487015e5f62961639e7d,rollerblades,0.5410910685727888,4.487689734941669
6001487015e5f62961639e7d,car,0.356558929031497,8.264819616830867
6001487015e5f62961639e7d,taxi,0.47951500474307407,6.947814126609618
6001487015e5f62961639e7d,bears,0.16025548442114013,7.545443743071111
6001487015e5f62961639e7d,airplane,0.21610549060056206,7.134391300315573
6001487015e5f62961639e7d,rowboat,0.3707173673334372,5.641189445275266
6001487015e5f62961639e7d,jet ski,0.45495065951227676,4.774947397304991
6001487015e5f62961639e7d,ski,0.6907783405107696,6.855095678721014
6001487015e5f62961639e7d,helicopter,0.2958682066457736,6.992901167678962
6001487015e5f62961639e7d,scooter,0.3231532067060554,5.932511307203564
6001487015e5f62961639e7d,motorcycle,0.5229716077753372,6.667612725187097
6001487015e5f62961639e7d,wheelchair,0.3012707122694114,6.59245634858203
6001487015e5f62961639e7d,car,0.3848420371247927,8.264819616830867
6001487015e5f62961639e7d,train,0.4546460774263922,7.971098833026485
6001487015e5f62961639e7d,cruising,0.39164732179201545,6.562876449530487
600f9342e7bc5518fa9ca92a,train,0.0001,7.971098833026485
600f9342e7bc5518fa9ca92a,airplane,0.3914770389278237,7.134391300315573
600f9342e7bc5518fa9ca92a,bus,0.4613444287886125,7.678423561385478
600f9342e7bc5518fa9ca92a,taxi,0.530575408480801,6.947814126609618
600f9342e7bc5518fa9ca92a,helicopter,0.44754478559079613,6.992901167678962
601f6a2231a2904b79df1671,airplane,0.0001,7.134391300315573
601f6a2231a2904b79df1671,train,0.3914770389278237,7.971098833026485
601f6a2231a2904b79df1671,snowmobile,0.35286365317554214,5.8980111895439835
601f6a2231a2904b79df1671,bicycle,0.39518255129587443,6.963808455843523
601f6a2231a2904b79df1671,bicycle,1.0,6.963808455843523
601f6a2231a2904b79df1671,bicycle,1.0,6.963808455843523
601f6a2231a2904b79df1671,motorcycle,0.6177638934117776,6.667612725187097
601f6a2231a2904b79df1671,glider,0.3486895865614813,6.105609975879276
601f6a2231a2904b79df1671,rocket,0.37660366650092103,7.057877723366673
601f6a2231a2904b79df1671,parachuting,0.4185508420433406,5.276142284901832
601f6a2231a2904b79df1671,car,0.3120527441722618,8.264819616830867
601f6a2231a2904b79df1671,rowboat,0.31393698790660185,5.641189445275266
601f6a2231a2904b79df1671,cruising,0.49800227583709034,6.562876449530487
601f6a2231a2904b79df1671,glider,0.2929930302584912,6.105609975879276
601f6a2231a2904b79df1671,submarine,0.34229083556509265,7.119366989771163
601f6a2231a2904b79df1671,hiking,0.20261479230135293,6.601631022316016
601f6a2231a2904b79df1671,glider,0.3481015585716505,6.105609975879276
6073e0d481953bbd2cd61145,airplane,0.0001,7.134391300315573
6073e0d481953bbd2cd61145,motorcycle,0.4059676190079726,6.667612725187097
6073e0d481953bbd2cd61145,scooter,0.5229716077753372,5.932511307203564
6073e0d481953bbd2cd61145,skateboard,0.40088177529498314,5.449993384520942
6073e0d481953bbd2cd61145,train,0.2840403054807843,7.971098833026485
6073e0d481953bbd2cd61145,jet ski,0.30889115915352183,4.774947397304991
6073e0d481953bbd2cd61145,ski,0.6907783405107696,6.855095678721014
6073e0d481953bbd2cd61145,zipline,0.5031755136370564,4.075364446373285
6073e0d481953bbd2cd61145,parachuting,0.5665122631565258,5.276142284901832
6073e0d481953bbd2cd61145,sailboat,0.3572569535894401,5.857015104234329
6073e0d481953bbd2cd61145,submarine,0.4301375631471882,7.119366989771163
6081806ab383aa89f6c61940,bus,0.0001,7.678423561385478
6081806ab383aa89f6c61940,canoe,0.3860368165698932,6.909164292286655
6081806ab383aa89f6c61940,train,0.32330886228676414,7.971098833026485
6081806ab383aa89f6c61940,bicycle,0.4379125288145034,6.963808455843523
6081806ab383aa89f6c61940,bicycle,1.0,6.963808455843523
6081806ab383aa89f6c61940,skateboard,0.345321811521747,5.449993384520942
6081806ab383aa89f6c61940,scooter,0.40088177529498314,5.932511307203564
6081806ab383aa89f6c61940,running,0.38346468945897394,8.091638029454867
6081806ab383aa89f6c61940,taxi,0.3152672933613031,6.947814126609618
6081806ab383aa89f6c61940,bears,0.16025548442114013,7.545443743071111
6081806ab383aa89f6c61940,helicopter,0.19243840827056036,6.992901167678962
6081806ab383aa89f6c61940,jet ski,0.36487762583902716,4.774947397304991
6081806ab383aa89f6c61940,subway,0.2753507216632105,6.757594225325604
60a48adfe091e410f4eaba34,car,0.0001,8.264819616830867
60a48adfe091e410f4eaba34,bus,0.5388189608915054,7.678423561385478
60a48adfe091e410f4eaba34,train,0.532189380721949,7.971098833026485
60a48adfe091e410f4eaba34,airplane,0.3914770389278237,7.134391300315573
60a48adfe091e410f4eaba34,jet ski,0.453779640405372,4.774947397304991
60a48adfe091e410f4eaba34,bicycle,0.28649530989418515,6.963808455843523
60a48adfe091e410f4eaba34,rowboat,0.327907539279777,5.641189445275266
60a48adfe091e410f4eaba34,hiking,0.3563055112680793,6.601631022316016
60a48adfe091e410f4eaba34,glider,0.3481015585716505,6.105609975879276
