anti-fatigue mat,battery backup,binder,binder clip,binder divider tabs,binder ring,blu-ray disc,bookcase,bookends,bubble wrap,bulletin board,bulletin board border,bulletin board letters,bulletin board pins,business card holder,business card organizer,business cards,cable box,cable clips,cable labels,cable management clips,cable raceway,cable sleeve,cable ties,cable tray,cable wrap,calculator,cd-r,chalk,chalkboard eraser,clipboard,clipboard holder,coat rack,cork board,cork board tiles,correction fluid,correction tape,cpu holder,cubicle partition,desk accessory set,desk blotter,desk cable organizer,desk caddy,desk chair,desk clock,desk drawer dividers,desk drawer organizer,desk fan,desk file sorter,desk grommet,desk hutch,desk lamp,desk mat,desk nameplate,desk organizer,desk organizer set,desk pad,desk pad calendar,desk pen holder,desk power grommet,desk tray,desktop calendar,desktop easel,desktop file holder,desktop file organizer,desktop file sorter,desktop sorter,desktop storage drawer,divider,document frame,document holder,document scanner,drawer liner,drawer organizers,dry erase board cleaner,dry erase board eraser,dry erase board magnets,dry erase markers,dustbin,dvd-r,easel pad,envelope,eraser,expanding file folder,extension cord,external hard drive,fax machine,file cabinet,file folder,file storage box,filing cabinet,filing tray,flip chart,folder,glue,glue stick,graph paper,hanging file folders,hanging file organizer,headset,highlighter,hole punch,index card,index dividers,ink,ink cartridge,key holder,keyboard,keyboard wrist rest,label,label maker,laminator,laptop riser,laptop stand,legal pad,legal pad holder,letter opener,letter tray,letter tray stacker,letterhead,magazine holder,magazine rack,magnetic board,magnetic letters,mail scale,mailing envelope,marker,memory card,monitor,monitor riser,mouse,mouse pad,nameplate,note pad,notebook,office chair mat,office sign,packing peanuts,packing tape,paper,paper folder,paper shredder,paper tray,paperclip,pen,pencil,pencil cup,phone stand,photocopier,post-it,postage stamps,postal scale,power strip,presentation folder,presentation remote,printer,printer paper,push pin,recycling bin,rolling cart,rubber band,rubber stamp,ruler,safety pins,scanner,scissors,sharpener,shelf organizer,shipping box,shipping label,shipping tape,stacking tray,staple gun,staple remover,stapler,sticky note,sticky tack,storage box,surge protector,surge protector strip,tablet stand,tack board,tape,tape dispenser,tape measure,task lamp,telephone,thumbtack,trash can,usb drive,usb hub,wall calendar,wall clock,wall-mounted organizer,wastebasket,whiteboard,whiteboard eraser,whiteboard marker,writing pad
0.013841653,-0.009866055,0.0030983407,0.04563819,0.06181626,0.0458944,0.03482065,0.009355925,-0.025885615,-0.008411435,-0.056667596,-0.03875281,-0.045286894,-0.008290505,-0.0056993226,0.051951453,-0.0058829836,-0.035600897,0.013907065,0.033928715,0.053550858,0.027388308,0.021408057,0.037444074,0.015146975,0.0024043976,0.0016420053,-0.0078650545,0.035769604,0.017695853,-0.004776326,0.019757845,0.04626294,0.010121409,0.052428853,0.037873596,0.020984633,0.033498045,-0.0015423476,0.0041213436,0.0020488664,0.06304584,0.025847543,-0.03362505,-0.0051214173,0.035386857,0.06336023,0.027762054,-0.020536745,0.0014293494,-0.0019058179,-0.003228386,-0.00012684404,-0.019363772,0.049220163,0.058671486,-0.010439293,0.006610115,0.0025290847,0.04259971,0.0038612215,-0.021899937,0.0031319654,0.00015642295,0.05033363,-0.015971582,-0.028542347,0.03984859,0.01888822,-0.06397441,-0.017929053,-0.016015118,0.03554184,0.02361695,0.008649104,-0.0015299845,-0.000508694,0.040990375,-0.00017715576,0.030536067,0.0073307906,-0.05055802,-0.046727814,0.04804619,0.062352404,0.033590168,-0.07110662,-0.005301469,-0.050132796,0.0019968343,-0.025942005,-0.022433605,-0.016836207,-0.058377545,-0.051944904,-0.017787319,0.033453867,-0.021372495,0.033476025,0.029657347,0.007969186,-0.00768569,-0.039793927,0.03586087,0.004999133,0.021689482,-0.046936736,-0.035120003,-0.048480455,-0.006804957,0.005384381,-0.07146714,0.039578844,-0.0011973694,-0.058431663,-0.008744658,0.0059895255,-0.046778213,0.00070038566,-0.03569056,0.038212802,0.034593165,-0.027003447,-0.02824925,-0.031534404,-0.055202924,-0.0031267034,-0.006047973,-0.038754776,0.038542677,-0.06905454,-0.038913853,-0.033211946,-0.01953946,-0.051016834,0.009156919,-0.0077962284,0.0046262885,-0.03874211,-0.073245674,-0.05437958,-0.023094796,-0.02807161,-0.022429572,-0.016663626,-0.016543593,0.0009322986,-0.052256435,-0.065857396,-0.021303132,0.011501401,-0.06154762,0.0062101074,-0.055320926,-0.06219458,0.020295436,0.0351916,-0.02216477,0.042052314,-0.009123687,0.0071615223,-0.032405064,-0.0027356278,0.052524593,-0.026793148,-0.036584213,0.05312359,0.06660006,-0.050719373,-0.02900702,-0.05496026,0.013089712,-0.015369837,0.0013440159,0.022729002,-0.054514375,-0.07228103,0.00348091,0.05112053,0.055394337,-0.02060911,0.0059466925,-0.055375427,0.005892632,-0.05628608,0.03484519,-0.070194505,-0.05271256,-0.024329223,-0.0024480992,0.06034067,-0.006746641,-0.022180304,0.07016286,-0.06268553,-0.018908698,-0.022625105,0.0292217,-0.02455373
-0.006210109,-0.027468504,-0.013031017,0.024084724,-0.06345589,-0.008517691,-0.06255067,0.015598279,0.0035770547,0.032473847,0.059430208,0.055245284,0.0422744,0.042609,0.036644362,-0.030851018,-0.0065393937,-0.006232108,-7.182518e-05,-0.03419402,0.03516532,0.043102402,0.016777491,-0.005110346,0.021284021,-0.013327462,-0.09003,-0.04222593,0.031986684,-0.006604597,0.043886926,0.029147174,0.012712822,0.061860923,0.060645554,-0.011582483,-0.019829027,0.04032087,0.038397886,0.05575073,0.048754882,0.013282248,0.0227917,0.05897225,-0.0051034675,0.05280532,0.029167593,0.06499471,0.018354213,0.070030674,0.024540737,0.06038827,0.047084752,0.056499317,0.0023459494,-0.029276196,0.07158026,0.0018183423,0.050394963,0.052167896,0.06721095,-0.0045191213,0.060808893,0.083236665,0.04945872,0.052873172,0.02676641,0.064172365,-0.0018811732,0.0483627,0.034607135,0.049987875,0.04149368,0.03342046,-0.0007633128,-0.0049238186,0.033852402,0.007365534,0.002507534,-0.068603516,0.034399357,-0.031911157,-0.010291836,0.037833646,0.019013427,-0.021793343,0.02191063,0.049842544,0.05682594,0.025879513,0.022313578,0.008225245,-0.047478404,0.05888616,0.035911474,0.026944555,-0.069869034,0.066534795,0.018988095,0.044253767,0.05939261,0.047281325,-0.043287415,-0.067027844,0.038705908,0.03259247,0.0070640054,0.022413922,0.04145724,-0.024171216,-0.04442005,0.051649857,0.0016218029,0.03557596,0.04552155,0.048019707,-0.05305932,0.0058759428,-0.034945156,0.027397357,0.049142834,0.057939477,0.044084344,-0.007019153,-0.042856816,-0.025719391,0.054988,-0.029096132,0.0017091916,-0.0005925721,0.014683388,0.04181498,0.019977868,0.029865291,0.015778976,0.0556058,0.05786291,0.03253975,0.032799825,-0.008761249,0.025825728,-0.025169257,0.020925576,0.010548432,-0.013649663,-0.04747723,-0.06315768,0.05421899,0.03890571,0.014653903,-0.04501035,-0.04631563,0.008209521,0.059333842,0.04858736,0.0026954238,0.0063503715,-0.010273604,-0.02524296,-0.013027042,0.021569733,0.03857799,-0.061857577,0.029464971,0.034412432,-0.05542701,-0.028962696,-0.034293327,0.005718231,0.016054636,0.04433188,-0.01872152,0.053778138,0.019546296,0.027455045,0.06253505,0.0717044,0.022403026,-0.03317982,-0.029781276,0.00956271,0.06199715,0.047940858,0.05538275,-0.02368379,-0.033887185,0.036060486,0.06269947,0.06680373,0.024076007,0.019261006,-0.036666654,-0.013865438,-0.054224942,0.011676627,0.032660004,0.016066674,0.047097206,0.0259645
-0.008803237,0.0123381,0.06633449,0.06888712,0.07317378,0.061093956,0.048648838,0.065767735,0.073894754,0.034247298,-0.002954939,0.0497972,-0.043319054,0.008490169,-0.06954725,-0.024794215,-0.05240013,-0.030322904,0.063731216,0.039798573,0.07136138,0.029406704,0.034344424,0.019110218,0.020252,0.0674406,-0.012668663,0.07840022,0.052608155,0.032811724,0.03029307,-0.022580426,0.009361891,0.004378381,-0.047757037,0.08023968,0.07293315,-0.027037978,0.037881717,-0.047732674,0.059934095,0.05157638,-0.0271596,0.05555429,-0.032776076,0.0592015,0.029648785,-0.003593888,0.06129043,0.02305433,-0.014992191,0.02113347,0.0031010385,-0.042589717,0.03021881,0.004657543,0.004063886,0.007324131,0.020499079,-0.017583666,-0.018561063,-0.0012620355,0.008929267,-0.03207834,0.040869087,0.04465762,0.05136942,0.038076237,0.034492396,0.068924166,0.042576633,0.06813192,0.07236718,0.06940449,-0.010571534,-0.016878158,0.01646803,0.01637046,0.05261255,0.04249881,0.00028469032,0.0019945272,0.048381552,0.043432295,0.06125888,-0.034203775,-0.05539001,-0.04448555,0.0437766,-0.00037307307,0.010616493,0.020702299,0.028022831,0.0060738386,0.039485823,0.005940909,0.059518814,0.06547176,0.06823519,-0.046091918,0.07693872,-0.013354737,0.05892837,0.08529222,0.06377724,-0.0034045083,-0.030406654,0.03249076,0.007446652,0.013297489,-0.015856756,0.009165747,0.016192105,-0.035433657,0.010520427,-0.010416557,-0.035430126,-0.04683331,-0.035408482,0.012005943,-0.010398217,0.03170152,0.07630211,0.06532915,-0.032202557,-0.00260885,0.0031639202,-0.018742366,0.0013607687,0.055296957,0.06666965,0.06627427,-0.042394422,0.030432496,0.016175034,0.005245594,-0.025243184,0.06295946,0.055533994,0.06620427,0.03586679,0.037935153,0.036507946,0.03640566,0.07899336,0.07948833,0.050435867,-0.036341537,0.022760184,0.018923769,0.002160243,-0.06409858,0.06451142,0.018949613,-0.07292,-0.04623818,-0.0073118308,0.0041650785,-0.012496725,0.064082995,0.08155476,0.03235819,0.027005993,-0.011066082,0.021913372,0.05864417,0.039419543,0.057452235,0.015391109,0.04901699,0.059507847,0.0466894,0.051878706,0.058002587,0.049314313,0.076519094,0.047482006,-0.03333069,-0.022732489,0.00066265493,0.043398093,-0.0037350329,0.06853651,-0.012435147,0.0016138578,-0.003664351,0.020793369,0.03569798,-0.008489219,0.033944808,0.029692372,0.042837176,0.035784487,0.03968715,0.0017619097,0.016497515,0.026297031,-0.011380545,0.048029136
0.03035285,0.021680644,0.0073510357,0.0075002415,0.04601696,0.017806591,0.028400123,0.039391205,0.05996036,0.04219777,-0.0137769105,0.009444117,0.0006992494,-0.037539672,0.039054208,0.047433946,0.016339207,0.03813834,0.04512258,0.05909868,0.047880422,0.05172174,0.07421416,0.07172094,0.06435335,0.06397521,0.037863787,0.012145901,-0.02546385,-0.035563122,0.020836111,0.04265259,0.01671963,0.017928505,0.019608175,0.0266704,-0.0016866657,0.04080518,0.047045927,0.055456337,0.06257588,0.07497538,0.058493365,0.07057934,0.06512426,0.05959921,0.06319548,0.047856156,0.067731194,0.075879514,0.048312206,0.06939116,0.06276782,0.070657596,0.058965445,0.06028218,0.060576756,0.058340408,0.058350336,0.07549287,0.06804702,0.047551475,0.0582138,0.05570432,0.054936197,0.045439642,0.051951185,0.042473305,0.07271857,0.0495207,0.028096762,0.0056760926,0.02676527,0.010990809,0.019068658,-0.0011889003,0.02925445,-0.03294003,-0.009755782,-0.0009099313,0.041133985,0.055634476,-0.023551386,0.03922061,0.042835344,0.023801766,0.0014868302,0.06364187,0.04897414,0.040842373,0.017006524,-0.0007037615,0.009294488,0.052779157,0.06922175,0.060558554,0.043301728,0.029459506,0.03317353,0.056000095,-0.021615768,0.027379273,-0.024588866,-0.0028969366,0.051121496,0.06306857,0.05134082,0.06446746,0.040500715,0.030853761,0.010796309,0.060490496,0.030432785,0.056765635,0.043061607,0.05534485,0.018311517,0.025433414,0.03123204,0.0035270604,0.012621264,-0.026621018,0.026102861,-0.0003200913,0.026746672,0.029006818,-0.027264627,0.033309594,0.018589547,-0.016518278,0.05881081,0.058363356,0.033926357,-0.044039063,0.032367527,0.06689935,0.06348206,0.06473478,0.053301252,0.033044685,0.04968684,0.025012007,0.06339645,0.025526157,0.037582766,0.048585456,0.024781356,0.040386647,0.034377474,-0.00589941,0.012010874,0.006640772,0.00166463,0.044381253,0.011097878,0.04738807,0.029097829,0.04110658,-0.023574347,0.040631633,0.057659518,0.043956224,0.0328606,-0.051542543,0.02180838,0.06371636,0.053002,0.0340766,0.060461964,0.05702551,0.03957745,0.04260468,0.060566805,0.05334721,0.055455543,-0.045877755,0.043955464,0.030210976,-0.020176226,-0.038465228,0.04980596,0.03487797,0.024581667,0.033964675,-0.014572367,0.05033939,0.01946713,0.025450187,0.0040668054,0.029815977,0.03989439,0.02253887,0.05178006,0.018888902,0.025059571,0.046755917,0.0027554247,0.0044388603,-0.048819292
0.058264073,0.022668224,0.020686874,-0.0028101858,0.0047866763,-0.015692385,0.006875007,0.0055790627,-0.036524195,-0.049586218,-0.06583666,-0.05256281,-0.06886144,0.012545613,0.009594539,-0.00617747,-0.031464476,-0.03498273,-0.06307906,0.015933493,-0.053502597,0.031164154,-0.028418798,-0.0070943157,-0.03934198,-0.0134193385,-0.022828959,0.024227528,-0.023524454,0.0024029668,-0.011758097,0.025362937,0.06248972,0.016547974,0.025992269,0.08611573,0.049992558,0.007819724,0.07480631,0.046553925,0.054778717,0.020338085,0.04759906,0.02909319,0.04028439,0.036096394,0.0355264,0.055695377,0.043910332,0.036688447,0.023315836,0.06271773,0.06652021,0.060518775,0.033308353,0.05234681,0.05385942,0.021916937,0.054108612,0.019617429,0.036570508,-0.047557343,0.01960714,0.053875722,0.045496035,0.043921977,-0.009105304,-0.01752539,0.006267146,-0.035783377,0.020896316,-0.033944644,3.6708843e-05,0.024361303,0.0004082037,0.038075443,0.04660827,-0.0029617301,-0.048193026,-0.009828286,0.0064509935,0.040626608,0.019438958,-0.006472827,-0.055282537,0.06865458,-0.007546996,0.03836697,0.022592748,-0.010729954,0.028784798,0.021540213,-0.05716085,-0.025019052,0.05381533,0.06629948,-0.032298062,-0.01260728,0.0052795005,0.063046016,-0.03621168,0.06643683,-0.06497948,-0.059412085,0.005667632,0.009275961,-0.004218453,-0.019006003,0.058058396,0.0066021364,-0.018695248,-0.02764462,0.043814912,0.00398898,0.03580357,0.0745221,0.00828997,0.010817128,0.014887544,0.01696681,-0.038956832,-0.025142178,-0.027120229,-0.04647886,0.04251193,0.0332162,-0.030743906,-0.014334557,-0.06268105,-0.0037434185,0.0029040342,0.017867524,0.00062451046,-0.009144415,-0.05941211,0.049948033,0.030823799,0.05508418,0.04170792,-0.039289318,-0.0011893805,0.029466096,-0.014935743,0.0038965994,0.05314493,0.06001269,0.0755057,0.061151292,0.049691733,0.013449493,-0.02581138,0.030813703,0.04629703,0.03605191,0.010492795,-0.04266784,-0.020861017,-0.005404192,-0.014504163,-0.034913406,0.022226896,0.03514105,0.04799696,-0.04723348,-0.018614976,0.03188025,-0.022242324,-0.03723107,-0.0198661,0.0322598,0.036268182,0.0036067553,0.08148907,0.062600784,0.059821874,0.062442817,0.059132155,-0.027729683,-0.016717905,0.018174922,0.032512486,0.018464599,0.017424524,0.043135233,0.049246643,0.046454966,0.04583453,-0.02825747,0.022516705,0.07583735,0.07778003,-0.04132466,0.012654014,-0.0087178815,0.0026998532,-0.0289095,0.022866186,-0.0011471813,0.027737105
-0.02294389,-0.0022867625,0.051849652,0.05141994,0.038701195,-0.039500523,-0.03254983,0.012572326,-0.030634385,-0.008964538,0.050266948,0.045655314,0.059464235,0.000564215,-0.0073451763,0.01815195,-0.039749242,-0.025628474,-0.015479485,0.00886245,-0.045140635,-0.03614626,0.005098884,-0.03410235,0.0067912964,-0.035397563,-0.07371215,-0.046970233,0.05271577,0.06617825,0.018184911,0.016528713,0.00030167363,0.0039567077,-0.005710421,-0.042679664,-0.05530748,-0.017885596,-0.034881692,0.0121631725,0.03271333,0.03506847,0.002134957,0.034076698,-0.05066506,0.044610806,0.054743897,-0.018362572,0.009238714,-0.0400165,0.03488848,-0.07078201,-0.001476388,0.04479859,0.05070336,0.03251625,0.03453087,0.050045785,0.04098363,0.04385068,0.010216726,-0.0049236426,0.020069798,-0.030301033,0.004649875,-0.054193523,-0.041387416,0.033881884,0.046047308,0.023843657,-0.008235007,-0.050679687,0.056350756,0.04979448,0.047612477,0.061859395,0.06809979,0.0509379,-0.020068202,0.038886674,0.026734626,-0.053824957,0.041264597,0.0020199446,-0.021053484,0.0032581773,0.022686472,0.040439505,0.02294279,-0.006662766,0.048922613,0.051132146,-0.034587014,0.030094896,-0.0643306,-0.06620268,-0.04763669,-0.06188625,-0.032921642,-0.07180714,-0.035211727,0.016800243,0.021631222,-0.014276956,-0.023297066,-0.041026525,0.050979428,0.057637937,-0.040932406,0.057303775,0.065616146,0.034984495,-0.022115327,0.007409865,0.056432407,0.03831343,0.053158186,0.032574914,0.016775226,0.005388366,0.026444236,0.027884569,0.029285243,0.02101858,0.05228308,-0.021017939,0.012692095,0.046600197,0.03671232,-0.01654544,-0.015503974,0.026223596,0.049954765,0.08260238,0.06395921,0.05676693,0.042448904,-0.028729891,-0.04530924,0.0028678717,0.006905621,-0.067003734,0.011753755,-0.018541763,0.06525266,0.062193807,0.07414803,-0.0049662036,0.016567528,-0.00042953127,0.052008513,0.043170873,0.014771826,0.032702196,0.032173477,-0.016897898,-0.033386525,0.013391745,-0.050173473,0.04206127,0.04131866,0.04475507,-0.011882444,0.02506565,0.007791222,-0.030017814,0.07413637,0.058428727,0.008626538,0.06659622,-0.01644228,-0.03786214,-0.034364156,-0.02990728,-0.011675175,0.05264024,0.025757648,-0.020171728,0.06662039,0.06557755,0.0020943638,0.011979925,-0.019076215,0.012407124,-0.031447012,-0.07965539,0.027927157,-0.021641694,-0.011205568,-0.007977472,-0.024825668,0.039084204,-0.04065791,0.029132154,-0.026195014,0.06324738,0.06766076,0.044712543,0.06488562
-0.033933807,0.046789844,0.042407487,0.0521824,0.0070033805,0.06137507,0.023501039,0.026189597,-0.006785422,0.003915336,-0.044508316,-0.018171854,-0.037524793,-0.061576683,-0.014548153,-0.03266375,0.0015840773,0.01768954,0.05253698,0.027523236,0.056101874,0.059362397,0.058480315,0.013307315,0.040910915,0.048250627,-0.076540105,-0.0399313,0.015144758,0.03154826,0.04946383,0.033290837,0.044629056,-0.011263283,-0.015743077,0.022538135,0.019841999,0.019742984,0.007848562,-0.008510874,0.06556103,0.025560707,0.0104139345,0.0773125,0.032095343,0.037901226,0.025232771,0.050109144,0.00924985,0.044372562,0.046715062,0.0030456376,0.0319668,0.05102513,0.015541809,0.0041459994,0.033823915,-0.02620224,0.0043832217,0.029334405,0.05209029,-0.007345158,0.009610718,0.0043136743,0.01566253,0.035783604,0.054223854,0.044841968,0.008108656,-0.027199995,-0.0014022171,0.004555913,0.028950525,-0.020444015,-0.009692383,0.009612242,0.04256351,-0.019243324,-0.008687939,-0.039831173,-0.027552908,0.03007164,0.050023615,0.04158308,0.06590633,0.06672633,0.0025764897,0.014521077,0.05464783,-0.0138754845,0.018413577,0.037411906,-0.010278312,0.06831699,0.03479116,0.030710073,0.00032027235,0.057323594,0.02095707,0.073471956,0.0082587795,0.025800811,-0.055063687,-0.03449181,0.015026254,0.02917678,0.01659962,0.021391705,-0.038897034,0.007491816,-0.028194983,-0.024259698,-0.023063976,-0.0017107365,-0.05741615,-0.05198058,0.048787292,0.059691917,0.05217347,0.087913804,-0.0014905828,0.041600376,0.047964025,0.060731094,-0.020385971,0.039098192,-0.0051241643,-0.011071335,-0.01598852,-0.028587703,-0.056872576,-0.062658526,0.0068396637,-0.016632719,-0.014565694,0.05699747,-0.05200785,0.047255985,0.010779359,0.039775897,0.06810303,0.035467524,0.059529014,0.056456108,-0.00046233315,0.04090147,0.009317754,0.09322934,-0.018706117,-0.027191795,-0.020660803,-0.05596779,0.037122145,0.06864746,0.05750878,0.026411457,0.02259302,-0.03172964,0.027914679,-0.030960536,0.065474756,0.039185707,-0.031797074,-0.03506194,-0.0071031605,0.04191696,-0.03200189,0.007855085,-0.017656866,-0.014529695,0.005819233,0.025777034,0.07320101,0.07483451,0.05231118,-0.013831125,-0.018802332,-0.0033871487,0.01884752,0.02625192,0.04733002,-0.02430187,0.012327556,-0.041369185,-0.06819155,-0.050185524,0.088405,0.029910583,0.040842123,0.057762366,0.056619924,-0.054426916,-0.033868812,-0.03016022,0.010709888,-0.009842305,0.0029872481,-0.024629885,0.019755306
0.044768352,-0.0028297366,0.06426048,0.08276022,0.07348998,0.0208068,0.0007432827,0.06338511,0.02526671,0.04265926,0.050331898,0.047346912,0.034794908,0.07338869,0.024199873,-0.009866833,0.016271658,0.04061685,0.07737148,0.059615698,0.07559524,0.031744484,0.04636139,0.047241796,0.07105387,0.071472734,0.028646886,-0.046291433,-0.020616597,0.037344538,0.012197198,0.039979376,0.07511585,0.022380188,0.02164221,0.041999094,0.06794411,0.032956075,-0.00019447331,0.06882503,0.034028575,0.051158037,0.057141416,0.04467084,0.07201359,0.07537831,0.04561443,-0.030172484,0.048374366,0.064116314,0.06599212,0.04708527,0.070563145,0.06908833,0.02433473,0.032238852,0.05380592,0.059657987,0.046318166,0.025798416,0.07194132,0.042130202,0.039286867,0.041775435,-0.006139672,0.026111402,0.033263654,0.040144414,0.04173305,0.07810551,0.067967676,0.061185565,0.0652427,0.037637662,-0.008545243,0.026751945,0.028505627,0.023150405,0.0155630335,-0.05291092,0.050891876,0.02035104,-0.02373501,-0.030590402,-0.029630885,-0.02311836,-0.029111184,0.04966314,0.029529614,0.063162684,0.052495714,0.079280294,0.06762251,0.024131943,-0.020523475,-0.0051416033,0.0762219,0.011941129,-0.010190649,-0.024091966,0.021202255,0.069727674,0.06370479,0.058803175,0.0055562044,0.0043023857,0.022728931,-0.02710221,-0.028593536,0.03523776,0.045983955,0.012793076,0.014957589,0.005135334,-0.016989946,0.00980503,0.047530018,0.07865434,0.07810483,0.045548316,0.06760644,0.078196235,-0.006270377,-0.014477504,0.041953705,0.043144442,0.017080396,0.017217604,0.02096694,0.051337287,-0.06360617,-0.014788588,0.044465013,0.073603794,0.05539818,0.029800188,-0.006337316,-0.012527064,0.06917834,0.04019961,0.070274904,0.051320918,0.07681931,0.06444144,-0.024865845,0.029066078,0.057519812,0.04233475,0.026964648,-0.0031697855,-0.01590534,0.04911818,-0.024099797,0.07288698,0.0805237,-0.025155865,0.043126415,0.054925613,0.045572508,0.05617815,-0.046723418,0.030996066,0.008363593,0.07284453,0.047284763,0.011644513,-0.02629874,0.05503225,0.021304723,-0.025261546,0.050478216,0.07749588,0.04972379,0.029874066,0.046752304,0.06072828,-0.05440351,0.06914284,-0.036116812,-0.036930237,0.05064387,-0.010248778,0.06249125,0.073858395,0.042979605,0.048849102,-0.040696368,-0.029771617,0.072554104,0.047101133,0.051052,0.02970355,0.05288171,-0.03425419,-0.0035873104,0.035713915,0.018991975,0.047206376,0.023155678
-0.018018091,0.023181804,-0.007543864,0.012257469,-0.040862903,0.017666524,0.041755762,-0.032825608,-0.09724637,-0.0028704596,0.016344853,0.007132396,-0.022040723,-0.0639857,0.05374465,0.06839455,-0.06577028,-0.015078734,-0.07771132,-0.056300864,-0.049240578,-0.0032119595,0.03631147,-0.06609228,0.00059529004,0.026914965,0.01128193,0.0009926892,-0.027039727,0.0030490614,0.034167666,0.061119195,0.012545833,0.015577917,-0.04421207,0.054427765,0.058625527,0.03757789,0.010533231,0.027132623,0.004850763,0.040068533,0.007029036,0.037789445,0.042101186,-0.055620126,0.013450669,0.05220468,-0.011018131,0.03536469,-0.015358803,0.039861087,0.022889711,0.04594752,0.05409874,0.05554322,0.03427614,0.06448674,-0.023092069,0.06521049,0.03275176,0.06183586,0.041856322,0.055132587,0.0644905,-0.0022504244,-0.00077191525,-0.0036498953,0.018952304,0.071074724,0.075299725,0.06323279,0.020582689,-0.044099532,0.05019541,-0.0018886185,-0.07276098,-0.07068066,0.017706146,-0.049204633,0.039920304,0.0686035,-0.043390207,0.04408708,0.050296787,0.012743705,0.03964517,0.0049752914,0.015645552,-0.0056048417,0.021153787,0.058689386,0.015449853,0.03560122,-0.04385792,-0.009227699,0.02612654,-0.07125717,0.054015215,0.018429413,-0.010475109,0.016150882,0.08576455,-0.017878342,0.00043072997,0.027614288,0.015238957,0.044108514,-0.006784944,0.024753464,0.020721223,0.02750103,0.05146,0.057951447,0.025557833,0.04655175,0.043365248,0.034438293,0.008001048,0.019615695,0.057449263,-0.0043645194,-0.010374286,-0.073602036,0.05376672,0.060025908,-0.012213451,0.06464593,0.0511124,0.052604645,-0.0056182486,0.03037018,0.046477567,0.034865372,-0.063797235,0.027112931,0.020309158,-0.071369834,0.059141867,0.034944214,0.054561075,-0.00574268,0.034714356,-0.02202538,0.008799772,0.044626545,0.0154743465,0.04044177,0.041129496,0.012427008,-0.064583726,0.012168702,0.015139606,0.07389064,0.048710126,0.06623225,0.06261858,0.014441066,5.5187662e-05,-0.013446307,-0.018630749,-0.00075522886,0.06613788,-0.07678608,0.030053187,-0.023117486,0.033778727,0.051952373,0.03721823,0.022877395,0.05004885,-0.0058356253,0.00548096,-0.036279105,0.002967192,-0.0064395205,0.022457153,0.0030387747,0.05120567,0.04268789,-0.023285748,0.06666817,0.02034593,0.048045676,0.021287728,0.06943597,0.058344707,-0.0059404173,-0.049764402,0.03777571,0.033281937,0.06872398,0.022327932,0.06459391,-0.0029500339,-0.016330825,-0.01869705,-0.003627578,0.041714523
0.007426512,-0.0010053035,-0.024831727,0.033210203,0.043193102,-0.018065266,-0.06298568,-0.046895646,0.01188855,0.04805017,-0.0592155,-0.062550634,-0.0392449,0.0013601301,-0.08089086,-0.071690895,-0.07067307,-0.013852647,0.01307766,-0.032017145,-0.033395253,-0.038886137,-0.021997456,-0.0027928269,-0.035086576,-0.027134316,0.06417143,-0.024130523,0.06635458,0.07538184,0.01791947,-0.01533271,0.010457589,0.037476886,0.038810782,0.05595433,0.039155506,-0.011067183,-0.023523077,-0.051883545,-0.031201424,-0.071891725,-0.057485227,-0.037020177,-0.02151769,-0.03507781,-0.058461983,0.010513512,-0.0464539,0.0228361,-0.035792872,-0.048902407,-0.034943525,-0.07527878,-0.06809879,-0.06998697,-0.03860588,-0.039280396,-0.040555816,0.024023287,-0.049077816,-0.028603137,-0.028527703,-0.05217652,-0.069550514,-0.02667176,-0.0392142,-0.03155224,0.059831526,-0.069368556,-0.07421715,-0.06702378,-0.0029954987,-0.05429517,0.07036062,0.074415684,0.07017708,0.0773177,0.002979242,0.040625595,0.030263878,-0.06658024,0.08278932,-0.057620037,0.018292919,0.015219934,-0.0029670573,-0.07812068,-0.07854601,-0.04844656,-0.08562277,-0.07403544,0.024872275,-0.062162574,0.045304045,0.06320852,0.051876754,-0.02607907,-0.04546672,0.013260992,0.044609193,0.041745245,-0.019149212,0.033367265,-0.024151796,0.02701755,-0.057742093,0.0012023969,-0.005107677,-0.053983245,-0.048893277,0.032697987,0.0018970936,-0.022183988,-0.09672524,-0.09227695,-0.044197887,-0.058708068,-0.03366759,-0.06725201,-0.053910114,-0.044312153,0.0051126797,-0.0055659167,-0.059922706,-0.07881151,0.026474103,0.051047925,-0.0069564353,0.002070486,0.07270686,0.020068841,-0.07911417,0.0096856635,0.0065265754,-0.06113676,-0.08783991,-0.014849382,-0.009623016,-0.011822899,-0.06674592,-0.033622973,-0.059394754,0.06074679,0.05386315,0.060819272,0.06022554,-0.039722946,-0.0060594305,0.03695979,-0.07407803,-0.044019826,0.023695493,-0.03774286,0.021321535,-0.03917872,-0.055994783,0.049130544,-0.028792262,0.011107297,0.032621354,-0.013549386,0.01468969,0.010431218,-0.054328185,0.06171855,0.04352587,-0.06809282,-0.08644583,-0.088783376,-0.0760596,0.009662642,0.02083002,0.044451393,-0.025902197,0.052641403,0.073907785,-0.05083303,0.02636482,0.020466698,-0.03430965,-0.006028277,0.017241566,-0.013423595,0.021771096,-0.0129970005,-0.0066833845,0.011786405,0.040516928,-0.007566846,-0.025171809,-0.024130803,0.027679315,-0.04254179,0.07523176,0.053543266,0.071126066,0.057012707,-0.007052063
