vocab
air conditioner
air purifier
blender
bread maker
clothes dryer
clothes ironing system
clothes rack
coffee maker
cooktop
countertop grill
countertop oven
deep fryer
dehumidifier
dishwasher
egg cooker
electric can opener
electric grill
electric kettle
electric skillet
fabric shaver
food dehydrator
food processor
food steamer
food warmer
freezer
garbage disposal
garment bag
garment steamer
hand blender
hand mixer
heater
hot water dispenser
humidifier
ice cream maker
ice maker
instant pot
iron
juicer
microwave
mixer
oven
popcorn maker
pressure cooker
range
refrigerator
rice cooker
sandwich maker
shoe basket
shoe bench
shoe bench with storage
shoe brush
shoe cabinet
shoe cleaning kit
shoe cover
shoe cubby
shoe drawer
shoe dryer
shoe hanger
shoe holder
shoe hook
shoe hook rack
shoe horn
shoe mat
shoe organizer
shoe polisher
shoe rack
shoe rack bench
shoe rack bench with storage
shoe rack with cover
shoe shelf
shoe shine box
shoe storage box
shoe stretcher
shoe tower
shoe tray
shoe tray for basement
shoe tray for bedroom
shoe tray for closet
shoe tray for entryway
shoe tray for foyer
shoe tray for garage
shoe tray for hallway
shoe tray for laundry room
shoe tray for mudroom
shoe tray for porch
shoe tree
slow cooker
sous vide machine
stand mixer
stove
toaster
toaster oven
trash compactor
vacuum cleaner
waffle maker
washing machine
water dispenser
water filter
wine cooler
yogurt maker
