Subject,Fluency_Item,IRT,Semantic_Similarity,Frequency_Value
5d7ff4aa50fda7001a863736,broccoli,0.0,0.0001,6.318383717734962
5d7ff4aa50fda7001a863736,are,1.8,0.22259046218673217,9.885714692737846
5d7ff4aa50fda7001a863736,carrots,0.0,0.28539420370486757,6.699883493412959
5d7ff4aa50fda7001a863736,celery,0.0,0.5966654840959645,6.661356768268043
5d7ff4aa50fda7001a863736,cabbage,3.2,0.6055300599138973,6.886287969490889
5d7ff4aa50fda7001a863736,brussel sprouts,1.9,0.623446225392505,4.609935735095548
5d7ff4aa50fda7001a863736,asparagus,1.3,0.621779916163773,6.508609702589223
5d7ff4aa50fda7001a863736,peas,1.8,0.5389249524726397,7.0011280034947
5d7ff4aa50fda7001a863736,lettuce,0.0,0.47325738097994396,6.744348537962424
5d7ff4aa50fda7001a863736,cauliflower,7.2,0.5527807016407581,6.334097322604254
5d7ff4aa50fda7001a863736,corn,9.9,0.530581059114044,7.872430275662293
5d7ff4aa50fda7001a863736,eggplant,2.4,0.4880476222907817,6.0960478650027285
5d7ff4aa50fda7001a863736,cucumber,2.8,0.6151250517157998,6.4839592474329875
5d7ff4aa50fda7001a863736,potato,1.5,0.5433348244219468,7.285187956677416
5d7ff4aa50fda7001a863736,green beans,15.3,0.39556218026354295,5.944625274991404
5d7ff4aa50fda7001a863736,spinach,4.59999999999999,0.5440714651731997,6.599444300369423
5d7ff4aa50fda7001a863736,onion,16.6,0.41670718684033425,6.981576620984276
5d7ff4aa50fda7001a863736,garlic,0.0,0.547904722256644,6.939928843710522
5d7ff4aa50fda7001a863736,red bell pepper,12.9,0.5063201175526877,5.241618690991924
5d7ff4aa50fda7001a863736,green pepper,0.0,0.7990809203569741,5.675011694544013
5d7ff4aa50fda7001a863736,turnips,6.0,0.41452569475634515,6.495486612782394
5f5aa60bef062519ff711fe6,cucumber,0.0,0.0001,6.4839592474329875
5f5aa60bef062519ff711fe6,carrots,3.3,0.5392989524752666,6.699883493412959
5f5aa60bef062519ff711fe6,broccoli,2.3,0.6300094243623029,6.318383717734962
5f5aa60bef062519ff711fe6,potatoes,1.9,0.5734695316814279,7.4432242044035934
5f5aa60bef062519ff711fe6,brussel sprouts,2.1,0.5645650766732783,4.609935735095548
5f5aa60bef062519ff711fe6,asparagus,2.3,0.621779916163773,6.508609702589223
5f5aa60bef062519ff711fe6,bok choy,12.6,0.49113063448831085,5.059127769083361
5f5aa60bef062519ff711fe6,lettuce,2.3,0.5516908502190379,6.744348537962424
5f5aa60bef062519ff711fe6,cauliflower,59.8,0.5527807016407581,6.334097322604254
5f5aa60bef062519ff711fe6,green beans,4.40000000000001,0.46379110309464333,5.944625274991404
60a48adfe091e410f4eaba34,tomatoes,0.0,0.0001,7.008854372514518
60a48adfe091e410f4eaba34,cucumbers,1.3,0.6610414011498372,6.363630592113966
60a48adfe091e410f4eaba34,spinach,1.6,0.48857185148586946,6.599444300369423
60a48adfe091e410f4eaba34,lettuce,1.6,0.6235696973600017,6.744348537962424
60a48adfe091e410f4eaba34,carrots,1.9,0.5210096740406138,6.699883493412959
60a48adfe091e410f4eaba34,romaine,12.0,0.3301087807136782,5.967703788849489
60a48adfe091e410f4eaba34,peas,14.6,0.3688316531889071,7.0011280034947
60a48adfe091e410f4eaba34,corn,7.7,0.5269458418008134,7.872430275662293
60a48adfe091e410f4eaba34,broccoli,27.4,0.5735305438032209,6.318383717734962
60a48adfe091e410f4eaba34,cauliflower,1.90000000000001,0.7642312833478849,6.334097322604254
60a48adfe091e410f4eaba34,brussel sprouts,2.7,0.5919339262711925,4.609935735095548
60a48adfe091e410f4eaba34,peas,27.4,0.519003525552038,7.0011280034947
60d731567049e5132e3cc4d4,carrots,0.0,0.0001,6.699883493412959
60d731567049e5132e3cc4d4,broccoli,1.3,0.6300094243623029,6.318383717734962
60d731567049e5132e3cc4d4,cauliflower,0.0,0.7642312833478849,6.334097322604254
60d731567049e5132e3cc4d4,cucumber,0.0,0.5120908258062099,6.4839592474329875
60d731567049e5132e3cc4d4,zucchini,0.0,0.7030826355462992,5.9914502555855655
60d731567049e5132e3cc4d4,acorn squash,0.0,0.6183185629570744,4.6824609761511855
60d731567049e5132e3cc4d4,spaghetti squash,0.0,0.6577152202762285,4.606864839752301
60d731567049e5132e3cc4d4,delicata squash,0.0,0.7202899606483542,3.6246945312720817
60d731567049e5132e3cc4d4,carrots,8.6,0.3482660271040423,6.699883493412959
60d731567049e5132e3cc4d4,potatoes,2.9,0.6215444244374208,7.4432242044035934
60d731567049e5132e3cc4d4,turnips,1.2,0.580503517849453,6.495486612782394
60d731567049e5132e3cc4d4,kale,5.4,0.5572204442515933,6.216118642138808
60d731567049e5132e3cc4d4,lettuce,0.0,0.6470918233157329,6.744348537962424
60d731567049e5132e3cc4d4,spinach,0.0,0.6235696973600017,6.599444300369423
60d731567049e5132e3cc4d4,arugula,1.8,0.5584949133646926,5.373092308160291
60d731567049e5132e3cc4d4,red onion,2.3,0.45554461615749997,5.527262463795645
60d731567049e5132e3cc4d4,yellow onion,0.0,0.9027999944417938,5.037079720814586
60d731567049e5132e3cc4d4,or white onion,0.0,0.6417431366161384,3.616580530085886
60d731567049e5132e3cc4d4,scallions,0.0,0.4324373481776681,5.70436760981203
60d731567049e5132e3cc4d4,bell pepper,6.2,0.52574144953548,5.744400174116802
60d731567049e5132e3cc4d4,serrano pepper,0.0,0.7630222347114355,3.632457292184725
60d731567049e5132e3cc4d4,chili pepper,0.0,0.7984268923227105,5.000147635027314
60d731567049e5132e3cc4d4,habanero,0.0,0.7485476330976465,4.741175244005656
60d731567049e5132e3cc4d4,broccolini,9.09999999999999,0.317487873845403,4.24398006574108
60d731567049e5132e3cc4d4,brussel sprouts,2.09999999999999,0.2728875186883015,4.609935735095548
60d731567049e5132e3cc4d4,peas,7.3,0.519003525552038,7.0011280034947
60d731567049e5132e3cc4d4,lima beans,4.7,0.6407366474674241,5.7510110523424105
60d731567049e5132e3cc4d4,corn,2.30000000000001,0.45801980792266095,7.872430275662293
60d731567049e5132e3cc4d4,water chestnuts,2.7,0.31943222115822056,5.0872168940188
63e802622f8052bd67d6c5f0,broccoli,0.0,0.0001,6.318383717734962
63e802622f8052bd67d6c5f0,carrots,0.0,0.6300094243623029,6.699883493412959
63e802622f8052bd67d6c5f0,spinach,0.0,0.539125010449755,6.599444300369423
63e802622f8052bd67d6c5f0,lettuce,0.0,0.6235696973600017,6.744348537962424
63e802622f8052bd67d6c5f0,tomato,0.0,0.5795193625015566,7.023314203275059
63e802622f8052bd67d6c5f0,cauliflower,3.1,0.5057553621415675,6.334097322604254
63e802622f8052bd67d6c5f0,celery,0.0,0.528688869461656,6.661356768268043
63e802622f8052bd67d6c5f0,potato,3.3,0.4819481969831386,7.285187956677416
63e802622f8052bd67d6c5f0,onion,7.6,0.5020103792745328,6.981576620984276
63e802622f8052bd67d6c5f0,cucumber,4.7,0.5006772413543588,6.4839592474329875
63e802622f8052bd67d6c5f0,pepper,1.6,0.47063060407179513,7.280461791722646
