subj_id	Word	Start_time	End_time	Confidence
547183	vegetables	0.6	1.1	0.9712414145469666
547183	I guess	1.1	1.9	0.9712414145469666
547183	avocado	1.9	5.2	0.9712414145469666
547183	asparagus	5.2	6.9	0.9712414145469666
547183	broccoli	6.9	8.3	0.9712414145469666
547183	artichoke	10.3	12.3	0.9837499260902405
547183	green	13.4	13.9	0.9530467391014099
547183	beans	13.9	14.5	0.9530467391014099
547183	jalapeno	17.3	18.3	0.960304319858551
547183	is a	18.3	18.7	0.960304319858551
547183	vegetable	18.7	19.9	0.960304319858551
547183	but I guess	19.9	21.6	0.960304319858551
547183	I'll	21.6	21.7	0.960304319858551
547183	say it	21.7	22.0	0.960304319858551
547183	Lettuce	22.0	23.0	0.960304319858551
547183	kale	23.0	23.8	0.960304319858551
547183	spinach	23.8	24.2	0.960304319858551
547183	carrots	28.6	29.5	0.8459889888763428
547183	corn	31.0	31.7	0.796051561832428
547183	don't	33.5	33.9	0.8535557985305786
547183	think	33.9	34.1	0.8535557985305786
547183	Tomatoes	34.1	34.3	0.8535557985305786
547183	a vegetable	34.3	34.9	0.8535557985305786
547183	but I think	34.9	35.5	0.8535557985305786
547183	people that	35.5	35.9	0.8535557985305786
547183	made it	35.9	36.3	0.8535557985305786
547183	so	36.3	36.6	0.8535557985305786
547183	mushrooms	51.0	51.9	0.9876290559768677
547183	onions	58.0	58.8	0.9560148119926453
547183	garlic	58.8	60.0	0.9560148119926453
547183	cabbage	72.4	73.1	0.9044004678726196
547183	zucchini	79.6	80.5	0.9650245308876038
547183	squash	83.9	84.7	0.9680814146995544
787646	zucchini	1.2	2.6	0.9876290559768677
787646	squash	2.6	3.1	0.9876290559768677
787646	asparagus	4.7	6.8	0.90838623046875
787646	mushrooms	6.8	8.8	0.90838623046875
787646	lettuce	9.9	10.7	0.9821622967720032
787646	onion	12.4	13.3	1.0
787646	corn	15.4	16.3	0.7960963845252991
787646	eggplant	18.2	19.2	0.9392901062965393
787646	carrot	24.6	25.5	0.8578011393547058
787646	beat	27.5	28.2	0.8849167227745056
787646	radish	38.4	39.2	0.9470150470733643
787646	peas	50.0	50.8	0.3195421099662781
787646	cucumber	54.7	55.5	0.9876290559768677
787646	squash	62.7	63.6	0.9876290559768677
787646	artichoke	79.3	80.2	0.9876290559768677
898793	Astros	0.0	1.5	0.9060409665107727
898793	God I	1.5	1.9	0.9060409665107727
898793	don't	1.9	2.0	0.9060409665107727
898793	eat	2.0	2.2	0.9060409665107727
898793	these kids	2.2	8.1	0.9060409665107727
898793	brussel	8.1	9.8	0.9060409665107727
898793	sprouts	9.8	10.9	0.9060409665107727
898793	cabbage	10.9	11.5	0.9060409665107727
898793	corned	11.5	14.2	0.9060409665107727
898793	a a	14.2	15.6	0.9060409665107727
898793	debate about	15.6	16.0	0.9060409665107727
898793	whether	16.0	16.4	0.9060409665107727
898793	tomatoes	16.4	16.9	0.9060409665107727
898793	are	16.9	17.0	0.9060409665107727
898793	vegetables	17.0	17.2	0.9060409665107727
898793	I think a	17.2	20.5	0.9060409665107727
898793	plants	20.5	21.3	0.9060409665107727
898793	and	21.3	22.7	0.9060409665107727
898793	asparagus	22.7	24.9	0.9060409665107727
898793	green	24.9	26.5	0.9060409665107727
898793	beans	26.5	27.2	0.9060409665107727
898793	snow	27.2	28.1	0.9060409665107727
898793	peas	28.1	28.8	0.9060409665107727
898793	don't	31.6	32.2	0.9219218492507935
898793	think	32.2	32.4	0.9219218492507935
898793	you're	32.4	32.7	0.9219218492507935
898793	bitter	32.7	33.0	0.9219218492507935
898793	melon	33.0	33.2	0.9219218492507935
898793	I think	33.2	33.7	0.9219218492507935
898793	it's	33.7	33.9	0.9219218492507935
898793	a	33.9	34.0	0.9219218492507935
898793	fruit	34.0	34.2	0.9219218492507935
898793	cauliflower	38.8	41.4	0.9811791181564331
898793	broccoli	41.4	42.9	0.9811791181564331
898793	squash	45.7	46.6	0.9819437265396118
898793	and	46.6	48.3	0.9819437265396118
898793	I think	50.1	50.7	0.9536044001579285
898793	squash	50.7	51.0	0.9536044001579285
898793	a vegetable	51.0	51.4	0.9536044001579285
898793	or	51.4	51.6	0.9536044001579285
898793	actually	51.6	52.4	0.9536044001579285
898793	don't	52.4	52.6	0.9536044001579285
898793	know	52.6	52.8	0.9536044001579285
898793	it's	52.8	53.2	0.9536044001579285
898793	pumpkins	53.2	53.6	0.9536044001579285
898793	and all	53.6	54.0	0.9536044001579285
898793	those things	54.0	54.3	0.9536044001579285
898793	categorizes	54.3	55.3	0.9536044001579285
898793	vegetables	55.3	56.0	0.9536044001579285
898793	no	58.9	60.8	0.9245061874389648
898793	string	60.8	62.4	0.9245061874389648
898793	beans	62.4	63.4	0.9245061874389648
898793	legumes	64.7	65.7	0.7173182964324951
898793	are we	65.7	66.7	0.7173182964324951
898793	no	66.7	66.8	0.7173182964324951
898793	beans or legumes	66.8	67.5	0.7173182964324951
898793	I	67.5	67.8	0.7173182964324951
898793	don't	67.8	68.0	0.7173182964324951
898793	think those	68.0	68.2	0.7173182964324951
898793	are	68.2	68.4	0.7173182964324951
898793	vegetables	68.4	69.0	0.7173182964324951
898793	what else	71.8	72.7	0.5355183482170105
898793	is there	72.7	73.3	0.5355183482170105
898793	I think a	91.7	92.4	0.8664653897285461
898793	radish	92.4	92.9	0.8664653897285461
898793	would be	94.1	94.7	0.8559020757675171
898793	one and	94.7	96.4	0.8559020757675171
898793	then	96.4	97.0	0.8559020757675171
898793	edamame	100.5	101.4	0.7950336933135986
898793	maybe	101.4	102.0	0.7950336933135986
898793	and	102.0	103.5	0.7950336933135986
898793	and	103.5	103.9	0.7950336933135986
898793	cucumber	107.1	108.4	0.94476318359375
898793	and	108.4	108.5	0.94476318359375
898793	cucumbers	108.5	109.2	0.94476318359375
898793	a	109.2	109.3	0.94476318359375
898793	fruit	109.3	109.4	0.94476318359375
920371	Brockway	1.6	2.7	0.7898245453834534
920371	basil	6.2	7.0	0.8231571912765503
920371	weather	13.6	14.2	0.9409359097480774
