subj_id	Word	Start_time	End_time	Confidence
910517	kitchen	0.7	1.6	0.9048360586166382
910517	microwave	1.6	2.9	0.9048360586166382
910517	blenders	2.9	4.1	0.9048360586166382
910517	ovens	4.1	4.9	0.9048360586166382
910517	pans	4.9	5.6	0.9048360586166382
910517	pots	5.6	6.0	0.9048360586166382
910517	baking	6.0	7.7	0.9048360586166382
910517	trays	7.7	8.3	0.9048360586166382
910517	parchment	8.3	9.8	0.9048360586166382
910517	paper	9.8	10.1	0.9048360586166382
910517	aluminum	10.1	10.5	0.9048360586166382
910517	foil	10.5	11.2	0.9048360586166382
910517	plastic	11.2	11.6	0.9048360586166382
910517	wrap	11.6	12.1	0.9048360586166382
910517	like	13.4	13.8	0.8975955843925476
910517	forks	13.8	14.3	0.8975955843925476
910517	knives	14.3	15.0	0.8975955843925476
910517	spoons	15.0	16.2	0.8975955843925476
910517	spatulas	16.2	17.2	0.8975955843925476
910517	lighters	19.3	21.1	0.8792504668235779
910517	chopsticks	21.1	22.7	0.8792504668235779
910517	Like	24.4	24.8	0.9696928858757019
910517	This	24.8	25.0	0.9696928858757019
910517	Rags	25.0	25.6	0.9696928858757019
910517	dish	25.6	26.7	0.9696928858757019
910517	mats	26.7	27.2	0.9696928858757019
910517	racks	30.5	31.2	0.6064503788948059
910517	bowls	32.6	33.4	0.9303663372993469
910517	plates	33.4	34.0	0.9303663372993469
910517	Lids	39.3	40.2	0.9502766728401184
910517	Tupperware	40.2	41.4	0.9502766728401184
910517	glassware	41.4	42.9	0.9502766728401184
910517	cups	42.9	44.0	0.9502766728401184
910517	wine	44.0	45.2	0.9502766728401184
910517	glasses	45.2	45.5	0.9502766728401184
910517	shot	47.3	47.9	0.9597951769828796
910517	glasses	47.9	48.3	0.9597951769828796
910517	beer	48.3	48.7	0.9597951769828796
910517	glasses	48.7	49.1	0.9597951769828796
910517	medicine	53.9	55.0	0.9729688167572021
910517	salt	56.2	57.0	0.8746700882911682
910517	pepper	57.8	58.4	0.975709080696106
910517	sugar	58.4	59.3	0.975709080696106
910517	flour	59.3	60.5	0.975709080696106
910517	yeast	60.5	61.7	0.975709080696106
910517	dish	67.2	67.9	0.8670035600662231
910517	soap	67.9	68.1	0.8670035600662231
910517	and	68.1	69.0	0.8670035600662231
910517	dish	69.0	69.3	0.8670035600662231
910517	rack	69.3	69.7	0.8670035600662231
910517	sponge	69.7	70.7	0.8670035600662231
910517	sponge	70.7	72.3	0.8670035600662231
910517	dish	72.3	72.5	0.8670035600662231
910517	coffee	84.2	84.9	0.9773997664451599
910517	machine	84.9	85.5	0.9773997664451599
910517	espresso	87.8	88.4	0.8632769584655762
910517	machine	88.4	88.9	0.8632769584655762
910517	instant	92.8	93.4	0.9408528804779053
910517	coffee	93.4	93.6	0.9408528804779053
910517	he	96.3	96.8	0.5732714533805847
910517	plants	103.0	103.9	0.790944516658783
910517	porcelain	108.7	111.2	0.7367178201675415
910517	kitchen	0.7	1.6	0.9048360586166382
910517	microwave	1.6	2.9	0.9048360586166382
910517	blenders	2.9	4.1	0.9048360586166382
910517	ovens	4.1	4.9	0.9048360586166382
910517	pans	4.9	5.6	0.9048360586166382
910517	pots	5.6	6.0	0.9048360586166382
910517	baking	6.0	7.7	0.9048360586166382
910517	trays	7.7	8.3	0.9048360586166382
910517	parchment	8.3	9.8	0.9048360586166382
910517	paper	9.8	10.1	0.9048360586166382
910517	aluminum	10.1	10.5	0.9048360586166382
910517	foil	10.5	11.2	0.9048360586166382
910517	plastic	11.2	11.6	0.9048360586166382
910517	wrap	11.6	12.1	0.9048360586166382
910517	like	13.4	13.8	0.8975955843925476
910517	forks	13.8	14.3	0.8975955843925476
910517	knives	14.3	15.0	0.8975955843925476
910517	spoons	15.0	16.2	0.8975955843925476
910517	spatulas	16.2	17.2	0.8975955843925476
910517	lighters	19.3	21.1	0.8792504668235779
910517	chopsticks	21.1	22.7	0.8792504668235779
910517	Like	24.4	24.8	0.9696928858757019
910517	This	24.8	25.0	0.9696928858757019
910517	Rags	25.0	25.6	0.9696928858757019
910517	dish	25.6	26.7	0.9696928858757019
910517	mats	26.7	27.2	0.9696928858757019
910517	racks	30.5	31.2	0.6064503788948059
910517	bowls	32.6	33.4	0.9303663372993469
910517	plates	33.4	34.0	0.9303663372993469
910517	Lids	39.3	40.2	0.9502766728401184
910517	Tupperware	40.2	41.4	0.9502766728401184
910517	glassware	41.4	42.9	0.9502766728401184
910517	cups	42.9	44.0	0.9502766728401184
910517	wine	44.0	45.2	0.9502766728401184
910517	glasses	45.2	45.5	0.9502766728401184
910517	shot	47.3	47.9	0.9597951769828796
910517	glasses	47.9	48.3	0.9597951769828796
910517	beer	48.3	48.7	0.9597951769828796
910517	glasses	48.7	49.1	0.9597951769828796
910517	medicine	53.9	55.0	0.9729688167572021
910517	salt	56.2	57.0	0.8746700882911682
910517	pepper	57.8	58.4	0.975709080696106
910517	sugar	58.4	59.3	0.975709080696106
910517	flour	59.3	60.5	0.975709080696106
910517	yeast	60.5	61.7	0.975709080696106
910517	dish	67.2	67.9	0.8670035600662231
910517	soap	67.9	68.1	0.8670035600662231
910517	and	68.1	69.0	0.8670035600662231
910517	dish	69.0	69.3	0.8670035600662231
910517	rack	69.3	69.7	0.8670035600662231
910517	sponge	69.7	70.7	0.8670035600662231
910517	sponge	70.7	72.3	0.8670035600662231
910517	dish	72.3	72.5	0.8670035600662231
910517	coffee	84.2	84.9	0.9773997664451599
910517	machine	84.9	85.5	0.9773997664451599
910517	espresso	87.8	88.4	0.8632769584655762
910517	machine	88.4	88.9	0.8632769584655762
910517	instant	92.8	93.4	0.9408528804779053
910517	coffee	93.4	93.6	0.9408528804779053
910517	he	96.3	96.8	0.5732714533805847
910517	plants	103.0	103.9	0.790944516658783
910517	porcelain	108.7	111.2	0.7367178201675415
004144	how	1.2	1.7	0.6646127700805664
004144	things on the	1.7	2.3	0.6646127700805664
004144	kitchen	2.3	2.6	0.6646127700805664
004144	knives	2.6	5.3	0.6646127700805664
004144	sinks	5.3	6.4	0.6646127700805664
004144	Forks	6.4	7.2	0.6646127700805664
004144	metal	8.3	11.5	0.8750766515731812
004144	spoons	11.5	11.9	0.8750766515731812
004144	Wooden	11.9	12.3	0.8750766515731812
004144	Spoons	12.3	12.9	0.8750766515731812
004144	stoves	12.9	14.4	0.8750766515731812
004144	and	15.5	16.1	0.7634841799736023
004144	nonstick	16.1	17.8	0.7634841799736023
004144	pans	17.8	18.7	0.7634841799736023
004144	pots	18.7	19.3	0.7634841799736023
004144	pot	22.8	23.3	0.9060412645339966
004144	holders	23.3	24.1	0.9060412645339966
