subj_id	Word	Start_time	End_time	Confidence
547183	Hobbies	0.7	1.5	0.7725696563720703
547183	painting	1.5	4.4	0.7725696563720703
547183	writing	4.4	5.6	0.7725696563720703
547183	skydiving	6.8	8.4	0.9416048526763916
547183	play	9.7	12.0	0.9802257418632507
547183	an instrument	12.0	12.7	0.9802257418632507
547183	running	12.7	14.2	0.9802257418632507
547183	going to the gym	14.2	15.6	0.9802257418632507
547183	weightlifting	17.0	18.2	0.7996861934661865
547183	sculpting	22.5	24.0	0.8496997356414795
547183	book	25.9	27.7	0.9293423891067505
547183	club	27.7	28.2	0.9293423891067505
547183	basketball	29.5	32.0	0.9761435985565186
547183	soccer	32.0	32.7	0.9761435985565186
547183	baseball	33.9	34.8	0.9722963571548462
547183	hockey	35.8	37.0	0.969567060470581
547183	football	38.7	39.6	0.9767364263534546
547183	rugby	39.6	40.5	0.9767364263534546
547183	ice skating	43.3	46.2	0.939580500125885
547183	horseback	47.9	49.1	0.9703994989395142
547183	riding	49.1	49.4	0.9703994989395142
547183	modeling	52.3	53.3	0.8268982768058777
547183	coffee	68.4	69.1	0.9709711074829102
547183	making	69.1	69.6	0.9709711074829102
547183	candle	70.7	71.4	0.9525838494300842
547183	making	71.4	71.8	0.9525838494300842
547183	doing your	78.3	79.2	0.9764893651008606
547183	nails	79.2	79.6	0.9764893651008606
547183	book	87.9	89.1	0.9001162052154541
547183	binding	89.1	89.7	0.9001162052154541
547183	drawing	92.4	93.2	0.9876290559768677
547183	skiing	96.4	99.8	0.9137672781944275
547183	or	99.8	100.3	0.9137672781944275
547183	snowboarding	100.3	100.5	0.9137672781944275
547183	reading	110.3	111.8	0.7737725973129272
547183	movies	111.8	112.3	0.7737725973129272
547183	writing	112.3	112.9	0.7737725973129272
547183	films	112.9	113.5	0.7737725973129272
547183	film	115.8	116.5	0.7930217981338501
547183	directed	116.5	117.0	0.7930217981338501
610108	drawing	2.2	3.1	0.9791738390922546
610108	painting	3.1	4.5	0.9791738390922546
610108	singing	4.5	5.8	0.9791738390922546
610108	dancing	5.8	6.8	0.9791738390922546
610108	knitting	6.8	8.1	0.9791738390922546
610108	crocheting	8.1	9.2	0.9791738390922546
610108	swimming	10.7	12.0	0.9917526841163635
610108	biking	12.0	13.4	0.9917526841163635
610108	running	13.4	14.6	0.9917526841163635
610108	gardening	23.8	24.7	0.9806439876556396
610108	reading	24.7	26.0	0.9806439876556396
610108	watching movies	27.2	28.5	0.9805783033370972
610108	watching	28.5	30.4	0.9805783033370972
610108	TV	30.4	30.9	0.9805783033370972
610108	watching	30.9	31.6	0.9805783033370972
610108	TV	31.6	32.0	0.9805783033370972
610108	shows	32.0	32.9	0.9805783033370972
610108	baking	32.9	34.2	0.9805783033370972
610108	cooking	34.2	35.4	0.9805783033370972
610108	doing	37.8	38.3	0.9876290559768677
