Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items
5d7ff4aa50fda7001a863736,0.34098911186146635,0.10156373203469855,6.759872442635166,0.7069326772702261,14
5f5aa60bef062519ff711fe6,0.4041690887478792,0.17152810193476833,6.259231614447248,0.7818110333532089,10
60a48adfe091e410f4eaba34,0.3290125599873102,0.12011588182686768,6.88801011774019,0.6835194651568672,13
60d731567049e5132e3cc4d4,0.3533467584855714,0.1720261244579911,6.817157701893508,0.5857180423551198,7
63e802622f8052bd67d6c5f0,0.3855537997248617,0.1206147075124572,7.170572074617111,0.6966338742566559,7
63ea4ab1ce4168cbe9f63775,0.319175573938326,0.037661131609534215,6.73782900828271,0.938409899094057,7
65b15afd94153c1f50c92493,0.3057389617191744,0.0666502743974817,6.769203605963644,0.6224419207945305,12
65c25cf77dca9d7ca7d9ebdb,0.35887949437428757,0.11558484915143195,6.850559361530028,0.6362141020816355,17
65cb63e160bb47fbf9349269,0.34574832810726547,0.06719645064150083,6.930270279392048,0.6109139513401635,6
65cc19b4b3d48a22dfc6756d,0.2836813823225659,0.06598054118481571,6.604003894404177,0.7997327059284932,6
65d54b3b524fcafb543d1b23,0.4486011300629807,0.21275915973665524,6.652230762789695,0.6505638068227415,12
65d6a09286a0c99e632a46dd,0.33461913882259653,0.05880486438721686,7.0186325007281445,0.4992990053484654,7
65e1f75ab3efd22e847cfbf0,0.4073631339892296,0.21435195855343064,6.377287003600909,0.6587744515999339,18
65e358d9c5e3ee026268b2a7,0.3657069737286531,0.10877583173800856,7.02384807301303,0.4445338355092901,11
65e862f844f1b7a803bb3c5a,0.37719605176115234,0.0812560929047241,6.675581933867016,0.6435047350899216,15
