Subject,Fluency_Item,Semantic_Similarity,Frequency_Value
4144,toy truck,0.0001,4.409781009133202
4144,toy car,0.638234445240129,4.820549543971786
4144,doll,0.4235091197795483,6.903124729160828
4144,doll,1.0,6.903124729160828
4144,keyboard,0.38386864493814465,6.925479535959759
4144,markers,0.28291137895476015,7.068703996221044
4144,easel,0.32289936226545524,6.130286154341796
4144,toy train,0.2051435915844435,4.746782051816315
4144,playhouse,0.23270467236043535,6.284216128075305
538590,doll,0.0001,6.903124729160828
538590,play-doh,0.4228977812296807,4.580753959929403
538590,lego,0.4451326166295403,5.808260275719962
538590,play-doh,0.4451326166295403,4.580753959929403
538590,doll,0.4228977812296807,6.903124729160828
538590,play-doh,0.4228977812296807,4.580753959929403
538590,lego,0.4451326166295403,5.808260275719962
538590,play-doh,0.4451326166295403,4.580753959929403
910517,lego,0.0001,5.808260275719962
910517,doll,0.38265490034469696,6.903124729160828
910517,doll,1.0,6.903124729160828
910517,toy car,0.4235091197795483,4.820549543971786
910517,toy kitchen,0.6362347556337927,3.5352941200427703
910517,keyboard,0.3704395124445312,6.925479535959759
910517,toy car,0.2794471457293528,4.820549543971786
929641,xylophone,0.0001,5.419402207085503
929641,stuffed animal,0.5066887359735694,5.126984864672973
929641,toy car,0.4416601994536009,4.820549543971786
929641,recorder,0.2820978889607215,7.200867453841867
